step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,12.24436895934079,0,0.0,0.9812106783592242,0,0.0,0.2867826265493493,0,0.0,0.9802720671664732,0,0.0,0.9780408892533214,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8602498900180955,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.983498650408629,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9814615546924113,0,0.0
10.0,-0.005,3,0.08,0.005,5.986607631000913,0,0.0,0.0805110918557767,1,4.0,1.8496477107194664e-05,0,0.0,0.8267177664904849,1,1.0,0.46925938710328,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0002714823857204,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8550587769512942,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8371657468726947,3,8.0
15.0,-0.01125,4,0.26,0.01625,6.4885675508894565,1,3.0,7.440950478332825e-06,1,9.0,0.0,0,0.0,0.9643065378694864,1,6.0,0.4746706018716604,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9701443480311832,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.966458660360984,4,26.0
20.0,-0.013125,5,0.47,0.029375,4.483615486437576,1,8.0,0.0,1,14.0,0.0,1,1.0,0.005961147184678,1,11.0,0.4509292253106602,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.1141716151113938,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5841747467890639,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5693006532597958,5,47.0
25.0,-0.015625,5,0.72,0.045,4.952995732241203,1,13.0,0.0,1,19.0,0.0,1,6.0,1.157389697837826e-05,1,16.0,0.0597747659895971,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,18.0,0.4108226581638252,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8562682779586123,0,0.0,0.9982216463938988,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8982339285791178,5,72.0
30.0,-0.0212499999999999,7,1.06,0.06625,5.245381351977025,1,18.0,0.0,1,24.0,0.0,1,11.0,0.0,3,30.0,8.498782220625281e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,23.0,0.4896243583998577,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8470644756399425,0,0.0,0.8989406673392459,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8576286819137297,7,106.0
35.0,-0.021875,7,1.41,0.088125,5.643025601582497,1,23.0,0.0,1,29.0,0.0,1,16.0,0.0,3,45.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,28.0,0.4557327396055479,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9697644715457292,0,0.0,0.9731019798436588,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9775357650586614,7,141.0
40.0,-0.021875,7,1.7600000000000002,0.11,7.800719040313313,1,28.0,0.4163998487366589,1,34.0,0.4901990303435454,1,21.0,0.4156509642396064,3,60.0,0.1941094289265585,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9758884926436258,1,33.0,0.5230980895901716,0,0.0,1.0,0,0.0,1.0,0,0.0,0.996739329893172,0,0.0,0.7771087341367413,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9772974954713785,0,0.0,0.863256569037144,7,176.0
45.0,0.0131249999999999,6,1.55,0.096875,7.474598363884388,1,33.0,0.4383803780178954,1,39.0,0.4139122214698947,1,26.0,0.6586023203756265,1,54.0,0.3960276358957004,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9366345814653366,0,0.0,0.5513964439740703,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8547400250066042,2,3.0,0.0005268230081764,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9403374629392096,0,0.0,0.9228375845821886,6,155.0
50.0,-0.0137499999999999,8,1.77,0.110625,7.683148867133703,2,40.0,9.154436073072404e-06,1,44.0,0.4974842540560619,1,31.0,0.5141862008987649,1,41.0,0.4204755481473649,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9526190696395744,1,5.0,0.7234434870963294,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9982216463938988,2,16.0,0.2879281392961236,0,0.0,1.0,0,0.0,1.0,0,0.0,0.95538786645815,0,0.0,0.8424680162814044,8,177.0
