step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,9.1275785956271,0,0.0,0.8610171348156549,0,0.0,0.8500849104041815,0,0.0,0.812285018271646,0,0.0,0.4512193839617107,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3657932827983528,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.793487830823023,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7951469006080549,0,0.0
10.0,-0.00375,2,0.06,0.00375,7.65834482055714,0,0.0,0.0781180039993022,0,0.0,0.8604326492114397,0,0.0,0.8666386537416495,1,3.0,0.4273701372698111,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0002578112721587,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8697247850473245,0,0.0,1.0,0,0.0,1.0,0,0.0,0.835468500996754,0,0.0,1.0,2,6.0
15.0,-0.008125,3,0.19,0.011875,6.175169093865619,1,3.0,0.0001617957981408,0,0.0,0.0089082515966084,0,0.0,0.7200672597555333,1,8.0,0.4904234293267982,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8625536778144067,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9212755061406503,0,0.0,1.0,3,19.0
20.0,-0.0143749999999999,5,0.42,0.02625,4.248850005964084,1,8.0,0.0,1,5.0,0.0,1,3.0,1.9746898632983083e-05,1,13.0,0.3702581863013006,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.0813447902002586,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8697247850473245,0,0.0,0.28229642749457,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9251055307743548,0,0.0,0.2574391224002502,5,42.0
25.0,-0.015625,5,0.6699999999999999,0.0418749999999999,6.283577025771699,1,13.0,0.0,1,10.0,0.0,1,8.0,7.910965129099956e-06,1,18.0,0.2012296526079223,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,18.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9828286565679484,0,0.0,0.9764494981154974,0,0.0,1.0,0,0.0,0.8423314941607691,0,0.0,1.0,0,0.0,0.8527851766453437,5,67.0
30.0,-0.0193749999999999,7,0.98,0.06125,5.087134512745473,1,18.0,0.0,1,15.0,0.0,1,13.0,0.0,3,29.0,0.0004749500686782,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7721382200501907,1,23.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8768417185712495,0,0.0,1.0,0,0.0,0.9634372321038372,0,0.0,1.0,0,0.0,0.8766233202978101,7,98.0
35.0,-0.020625,6,1.31,0.081875,5.546701406818852,1,23.0,0.0,1,20.0,0.0,1,18.0,0.0,2,42.0,0.0765093601035139,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9241818641591292,1,28.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8615936470914861,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8584381951587693,0,0.0,1.0,0,0.0,0.8203453321790564,6,131.0
40.0,-0.01625,6,1.57,0.098125,6.875211115944937,1,28.0,0.3785368373701613,1,25.0,0.3203444916284504,1,23.0,0.5582447292458584,2,48.0,0.416419150276785,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4369097387936614,1,33.0,0.3359017322582334,0,0.0,1.0,0,0.0,0.3041510063963218,0,0.0,0.8768417185712495,0,0.0,0.8379949272242828,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8467248752893916,6,157.0
45.0,0.0281249999999999,5,1.12,0.07,8.415565971367242,1,33.0,0.4414680440017749,1,30.0,0.4613719863650403,1,28.0,0.5933186629285805,1,20.0,0.6205390530344821,0,0.0,1.0,0,0.0,1.0,1,1.0,0.0039823413473726,0,0.0,0.9178645221447136,0,0.0,1.0,0,0.0,0.9634372321038372,0,0.0,0.889824650297609,0,0.0,0.8380689699439291,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9521778933804173,0,0.0,0.8388681877677503,5,112.0
50.0,-0.023125,7,1.4900000000000002,0.093125,6.988064099173347,2,40.0,5.5971412120064e-05,1,35.0,0.020703081365551,2,34.0,0.3172514855278776,1,25.0,0.4539633491724721,0,0.0,1.0,0,0.0,1.0,1,6.0,0.0,0,3.0,0.9002068845956298,0,0.0,1.0,0,0.0,0.8584381951587693,0,3.0,0.5832230376388065,0,3.0,0.8399057722701295,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9048682828192768,0,0.0,0.8915818702236857,7,149.0
55.0,-0.020625,12,1.82,0.11375,4.536045056424354,2,50.0,0.0,2,44.0,0.0,1,40.0,0.0526293227275881,2,30.0,0.1663473402870944,0,0.0,1.0,0,0.0,1.0,1,11.0,0.3429014935345213,1,0.0,0.6763386124477087,0,0.0,1.0,0,0.0,0.2143325200373582,1,7.0,0.4509508479656283,1,0.0,0.3061022577709038,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9130297293707156,1,0.0,0.4583845927821117,12,182.0
