step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,13.941187643810956,0,0.0,0.999794569696656,0,0.0,0.9998069569459134,0,0.0,0.967024942956808,0,0.0,0.8567015948906119,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8851807478734595,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9998031026700266,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.995771654055794,0,0.0
10.0,-0.0025,1,0.04,0.0025,12.695468702971082,0,0.0,0.961427706224778,0,0.0,0.9637535783558236,0,0.0,0.9954317387444372,1,4.0,0.4978933608682927,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9959573416058471,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.995295938228127,1,4.0
15.0,-0.0031249999999999,1,0.09,0.005625,10.569886232397652,0,0.0,0.8569630303999995,0,0.0,0.8655880217795785,0,0.0,0.9951769944008946,1,9.0,0.4977758863254272,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0304471500964432,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9998031026700266,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.995033621109858,1,9.0
20.0,-0.005625,2,0.18,0.01125,6.422602062812163,0,0.0,0.8295623499890757,0,0.0,0.8398395759832422,0,0.0,0.889040564645307,1,14.0,0.0827927542309021,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.1122607281347826,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9949353579939832,0,0.0,0.2277462627421325,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.569162861669543,2,18.0
25.0,-0.0099999999999999,4,0.3399999999999999,0.0212499999999999,6.491965045536836,1,1.0,0.0059715132729203,0,0.0,0.2077349532405703,0,0.0,0.0375006957818641,2,24.0,0.3238444360484965,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,9.0,0.3307936207876625,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8366418309868205,0,0.0,0.8339597317403263,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9095361585023488,4,34.0
30.0,-0.018125,7,0.63,0.039375,5.27584107096918,1,6.0,2.377964645755849e-05,1,3.0,0.0008272381755239,1,4.0,1.258884825382668e-05,2,34.0,0.2866440998144696,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,16.0,5.534133605757446e-06,0,0.0,1.0,0,0.0,0.8768743057451931,0,0.0,0.8749641280165861,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9998171208938734,0,0.0,0.8454284904727293,7,63.0
35.0,-0.0174999999999999,6,0.91,0.0568749999999999,6.661920199661592,1,11.0,0.0,1,8.0,0.0,1,9.0,0.0,2,44.0,0.2921250450262784,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,19.0,0.0,0,0.0,1.0,0,0.0,0.9657270139778584,0,0.0,0.9706992642936326,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9325425674279187,0,0.0,1.0,6,91.0
40.0,-0.020625,7,1.24,0.0775,7.733882583216596,2,17.0,0.0001181725834115,1,13.0,0.4807055539377374,1,14.0,0.4053283960061031,2,54.0,0.5041664877190921,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9998142826073771,1,24.0,0.4195575348045763,0,0.0,1.0,0,0.0,0.915555522811679,0,0.0,0.9911571988437162,0,0.0,0.552588447602279,0,0.0,1.0,0,0.0,0.8545824273425223,0,0.0,0.883161638968043,0,0.0,1.0,7,124.0
45.0,0.0175,7,0.96,0.06,7.324583222291312,2,27.0,0.0,1,18.0,0.42733223857523,1,19.0,0.3205496646075804,1,25.0,0.4972398708114833,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9956126497742804,0,0.0,1.0,0,0.0,1.0,1,4.0,0.0003338174331733,1,1.0,0.0025123960161023,0,0.0,0.9043936937656244,0,0.0,1.0,0,0.0,0.9681670998338752,0,0.0,0.9273397591558586,0,0.0,1.0,7,96.0
50.0,-0.0268749999999999,10,1.39,0.086875,5.658248727606274,2,37.0,0.0,2,24.0,0.0025145648527297,2,25.0,0.0023654729627834,1,30.0,0.5767227499673666,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9569820842466776,0,3.0,0.979951115335473,0,0.0,1.0,1,9.0,0.0,1,6.0,0.0,1,5.0,0.5751518763955562,0,0.0,1.0,0,0.0,0.9215675981608428,0,0.0,0.0110990358440061,0,0.0,1.0,10,139.0
55.0,-0.0324999999999999,15,1.9100000000000008,0.119375,4.265003422831803,2,47.0,0.0,2,34.0,0.0,2,35.0,0.0,2,35.0,0.4565389845113671,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5821375040029906,1,0.0,0.6198715530309163,0,0.0,1.0,1,14.0,0.0,1,11.0,0.4574258000433366,2,10.0,0.4913761129760077,0,0.0,1.0,0,0.0,0.0463002605079809,1,5.0,0.0,1,0.0,0.0,15,191.0
