step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,13.11637957136147,0,0.0,0.917832735069623,0,0.0,0.9419539786314516,0,0.0,0.9309012463069504,0,0.0,0.9423197645190696,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9224039639544832,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9404084100972911,0,0.0
10.0,0.0,0,0.0,0.0,12.583502363101635,0,0.0,0.9971648558027212,0,0.0,0.8421701922657913,0,0.0,0.8121173035994385,0,0.0,0.8480341074490243,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9973225839814348,0,0.0,1.0,0,0.0,1.0,0,0.0,0.952558724369767,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8379677201783802,0,0.0
15.0,-0.000625,1,0.01,0.000625,6.729501726417574,0,0.0,0.0679620658213915,0,0.0,0.8309244378928321,0,0.0,0.2455395219325897,1,1.0,0.4537497918220708,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0417839672495971,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8710049847543488,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.826422529535855,1,1.0
20.0,-0.01,4,0.17,0.010625,5.209733658905057,1,4.0,2.1850324521724864e-05,0,0.0,0.8503155405203248,1,3.0,0.0003628544141772,1,6.0,0.3742616343246513,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7619173409449868,1,4.0,0.0909119197495057,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2245351632579786,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9525088243640016,0,0.0,0.1968826710747958,4,17.0
25.0,-0.0124999999999999,4,0.37,0.023125,6.6909641451757205,1,9.0,0.0,0,0.0,0.591805524612823,1,8.0,0.0,1,11.0,0.3327207287180859,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9198488558011568,1,9.0,0.1256168507708623,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8744496398754373,0,0.0,1.0,0,0.0,1.0,0,0.0,0.899321128028722,0,0.0,0.871469850959398,4,37.0
30.0,-0.01875,7,0.67,0.041875,5.679124982118914,1,14.0,0.0,1,3.0,0.0003562679150887,1,13.0,0.4988526003069798,2,20.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8580926986888008,2,17.0,2.573868207062186e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9202355684718778,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8477578310300579,0,0.0,0.9323135774460312,7,67.0
35.0,-0.0231249999999999,8,1.04,0.065,4.341515519254563,1,19.0,0.0,1,8.0,0.0,1,18.0,0.4500266662551518,2,30.0,0.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.0004155129919587,2,27.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8441516516353557,0,0.0,1.0,8,104.0
40.0,-0.025625,9,1.4500000000000002,0.090625,6.517027108407265,1,24.0,0.3769335718470123,1,13.0,0.4569361262513218,1,23.0,0.5760011500900654,2,40.0,0.3855699251049549,0,0.0,1.0,0,0.0,1.0,1,7.0,0.0,3,38.0,0.0006778999107795,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9254603611771336,0,0.0,0.8782688735880186,0,0.0,1.0,0,0.0,0.8350433563995271,0,0.0,0.941997635353767,0,0.0,0.8566337921319256,9,145.0
45.0,0.001875,7,1.4200000000000002,0.08875,5.939355408780236,1,29.0,0.4952436811835273,1,18.0,0.0047948751032175,2,30.0,0.3234470383596515,1,31.0,0.3113945926954558,0,0.0,1.0,0,0.0,1.0,1,12.0,0.0,1,22.0,0.073654882960244,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8825064957138954,0,0.0,0.907187365852086,0,0.0,1.0,0,0.0,0.9125566410658292,0,0.0,0.8432559791211954,0,0.0,0.8876954078090725,7,142.0
50.0,-0.015,8,1.66,0.10375,6.295137885509046,1,34.0,0.4722612573915244,2,28.0,0.0,2,40.0,0.1999431806837144,1,40.0,0.3946830963798722,0,0.0,1.0,0,0.0,1.0,1,17.0,0.0,0,3.0,0.9507173313562725,0,0.0,1.0,0,0.0,1.0,1,1.0,0.0025453599289832,0,3.0,0.9120650464260864,0,0.0,1.0,0,0.0,0.9525088243640016,0,0.0,0.0473322441145514,0,0.0,0.8856149979257498,8,166.0
