step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,11.40170689325361,0,0.0,0.8770280989630727,0,0.0,0.0112395719079959,0,0.0,0.9023715508971918,0,0.0,0.8952185290685516,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9108779531843884,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.90751929775578,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9033244792999178,0,0.0
10.0,-0.00375,2,0.06,0.00375,9.40634655029738,0,0.0,0.8444686600445025,1,5.0,6.676727596208088e-05,0,0.0,0.731262532544179,1,1.0,0.4195422282206431,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8955189905319019,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9874003518289896,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.986828846256448,2,6.0
15.0,-0.01125,5,0.24,0.015,3.4025464876989937,0,0.0,0.0347720671385123,1,10.0,0.0,1,4.0,0.0,2,7.0,0.0031726922297709,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0005234932587397,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8874695388708682,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9032858268995034,0,0.0,1.0,5,24.0
20.0,-0.018125,6,0.53,0.033125,3.469529372001872,1,4.0,7.719341594176643e-06,1,15.0,0.0,1,9.0,0.0,2,17.0,0.0976553739822811,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.1124779453496509,0,0.0,1.0,0,0.0,1.0,0,0.0,0.90751929775578,0,0.0,0.2116137002536131,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8853570164224804,0,0.0,0.357260346954149,6,53.0
25.0,-0.01875,6,0.8300000000000001,0.051875,5.862158525006518,1,9.0,0.0,1,20.0,0.0,1,14.0,0.0,2,27.0,0.3281427553410975,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.4161865502545154,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9874003518289896,0,0.0,0.4553509802767588,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8638220451247544,0,0.0,0.8494287737138971,6,83.0
30.0,-0.0187499999999999,6,1.13,0.070625,5.748994499754862,1,14.0,0.0,1,25.0,0.0,1,19.0,0.0,2,37.0,0.2702275310819376,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,18.0,0.5979302775774099,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4117647562969356,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9032858268995034,0,0.0,1.0,0,0.0,0.944636990890605,6,113.0
35.0,-0.0187499999999999,6,1.43,0.089375,5.815036565976917,1,19.0,0.0,1,30.0,0.0,1,24.0,0.0,2,47.0,0.3225767088398933,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8284476726101392,1,23.0,0.6189406589228691,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3547358856711706,0,0.0,1.0,0,0.0,0.8853570164224804,0,0.0,1.0,0,0.0,1.0,6,143.0
40.0,-0.0187499999999999,6,1.7299999999999998,0.1081249999999999,7.437779458322055,1,24.0,0.3544260658298143,1,35.0,0.3767695557813327,1,29.0,0.2972344781614015,2,57.0,0.4474876792411756,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8903314556586343,1,28.0,0.448649913905646,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9713592316806356,0,0.0,1.0,0,0.0,0.8638220451247544,0,0.0,1.0,0,0.0,0.8266347766893963,6,173.0
45.0,0.01625,7,1.47,0.091875,6.187135565269159,1,29.0,0.4238188103291012,1,40.0,0.4331076062980961,2,35.0,0.0003454379355972,1,36.0,0.6491301227189775,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8697309018265912,1,5.0,0.0521202348468001,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8490346478824827,0,0.0,0.8819817406623239,0,0.0,1.0,1,2.0,0.0023833128947672,0,0.0,1.0,0,0.0,0.8759360988347137,7,147.0
50.0,-0.03,11,1.95,0.121875,4.797788065650036,1,34.0,0.4927204684297412,1,45.0,0.4370063281727079,2,45.0,0.0,2,44.0,0.4461925101666114,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0002466656580333,2,12.0,0.3129991652343513,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9444920761380786,0,3.0,0.5454174937871265,0,0.0,1.0,1,7.0,0.0,0,0.0,1.0,1,2.0,0.000633313178514,11,195.0
