arch,path,step_time,avg_wait_time,total_stopped,avg_speed,method,pr,category
ppo,1.0,520.0,0.5662499999999999,3.3125,6.112721709004063,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,525.0,0.62125,3.375,5.974905013150181,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,530.0,0.6475,2.625,6.778718991819394,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,535.0,0.629375,2.9375,6.360777823080168,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,540.0,0.663125,3.5,5.83321701979843,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,545.0,0.793125,5.0,4.528512385813893,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,550.0,0.906875,4.5625,5.148159429918086,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,555.0,0.9525,3.875,4.748252476870202,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,560.0,0.955,4.1875,4.998863427925922,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,565.0,1.049375,3.375,5.667373273494017,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,570.0,1.09,3.875,5.596114540911365,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,575.0,1.1168749999999998,4.3125,4.657186725132624,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,580.0,1.224375,5.0,4.937301616605956,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,585.0,1.35125,4.9375,4.639112858350192,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,590.0,1.360625,4.5,4.808684842561897,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,595.0,1.364375,4.625,4.395716445662853,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,600.0,1.1887500000000002,5.1875,4.763792095405991,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,605.0,1.166875,4.6875,5.177677682501578,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,610.0,1.2493749999999997,4.75,5.236255802893899,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,615.0,1.3137500000000002,5.3125,4.883879706305256,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,620.0,1.280625,4.1875,5.119095180627603,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,625.0,1.278125,4.625,5.319655984654446,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,630.0,1.20125,4.0625,5.8962816128337225,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,635.0,1.1925,4.3125,5.351184553515667,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,640.0,1.105625,3.8125,5.656837325832886,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,645.0,1.090625,3.625,5.4022360985712,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,650.0,1.1162500000000002,3.5625,5.741816732693187,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,655.0,1.230625,4.8125,4.830210594694957,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,660.0,1.25625,5.625,4.20072014214464,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,665.0,1.2625,4.6875,4.806125798018898,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,670.0,1.3249999999999995,4.5,4.792302373825313,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,675.0,1.464375,4.6875,4.550297557881275,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,680.0,1.615625,6.0625,4.24420992249392,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,685.0,1.624375,5.9375,4.483652905448965,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,690.0,1.636875,5.4375,4.992068323434174,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,695.0,1.6525,5.5,4.920324084512009,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,700.0,1.7743749999999998,6.0,5.131381693551009,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,705.0,1.854375,5.625,5.178601498973179,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,710.0,1.8881250000000005,6.25,5.234135061031,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,715.0,1.95625,6.5625,4.769533619210994,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,720.0,1.95625,5.1875,5.043314333203652,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,725.0,1.91125,4.75,5.208533729139649,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,730.0,1.934375,4.6875,5.623338513645847,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,735.0,1.8825,5.0625,5.292206401188705,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,740.0,1.90875,5.9375,5.0654680515675,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,745.0,2.049375,7.0,4.213837316646397,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,750.0,2.169375,6.25,4.806289681331418,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,755.0,2.290625,6.625,4.479236777639872,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,760.0,2.165,6.0,5.209613963760173,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,765.0,2.12375,5.8125,5.02293048806695,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,770.0,2.2550000000000003,6.0625,5.585506146506639,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,775.0,2.3025,6.5,4.696429985952888,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,780.0,2.42375,7.5625,4.668142722863181,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,785.0,2.49,7.0,4.178491777220267,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,790.0,2.48625,6.875,4.966263828531521,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,795.0,2.465625,7.0625,4.586060456615999,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,800.0,2.36875,6.75,4.652217454104564,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,805.0,2.4425,6.4375,4.662702540961449,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,810.0,2.538125,7.0,4.700327642831096,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,815.0,2.505,7.0,4.412558411366493,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,820.0,2.29875,6.75,4.392374026247472,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,825.0,2.355,7.0625,4.587798246126519,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,830.0,2.1925,7.25,4.497031544959588,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,835.0,2.293125,7.875,4.108413932271899,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,840.0,2.211875,7.8125,3.941091006810259,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,845.0,2.064375,6.375,4.361748273529268,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,850.0,2.1025,6.8125,4.863014275091749,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,855.0,2.146875,7.375,4.431883090603259,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,860.0,2.156875,6.8125,5.0528968481337815,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,865.0,2.256875,7.125,4.751435734344836,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,870.0,2.248125,6.875,4.513227734724482,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,875.0,2.386875,7.3125,4.466507573122457,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,880.0,2.4806250000000003,6.625,4.928392146421499,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,885.0,2.65,7.5,4.42004768111498,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,890.0,2.64875,7.125,4.472826450419996,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,895.0,2.648125,7.3125,4.629145973759506,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,900.0,2.64125,8.0625,4.348828227051789,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,905.0,2.71,7.625,4.391021144141081,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,910.0,2.836875,8.25,4.131738455999288,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,915.0,3.069375,8.5625,4.005354792101714,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,920.0,3.19875,7.875,3.837928063983433,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,925.0,3.2275000000000005,7.6875,4.2104913870317695,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,930.0,3.084375,7.125,4.670929978111954,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,935.0,3.171875,6.9375,4.637224017922775,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,940.0,3.221875,7.5,4.044725796653503,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,945.0,3.3212500000000005,8.0625,3.989840736916866,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,950.0,3.378125,7.5,4.708381928218908,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,955.0,3.50375,8.0,4.308493699921209,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,960.0,3.544375,7.9375,3.738236539610494,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,965.0,3.63375,8.4375,3.85839666589271,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,970.0,3.7725,8.875,4.0853032560164815,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,975.0,3.801875,8.5,4.31340584729358,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,980.0,3.50375,7.9375,4.669481475022969,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,985.0,3.468125,8.0625,4.650368299751284,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,990.0,3.5187500000000007,8.3125,4.561153504050706,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,995.0,3.716250000000001,8.5625,4.260954837659969,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1000.0,3.821875,9.375,4.029974255641192,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1005.0,3.973125,9.4375,4.59197144505733,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1010.0,4.034375,7.6875,4.723568708583912,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1015.0,4.07125,8.125,4.694899090491466,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1020.0,4.23,8.5,4.515956567792478,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1025.0,4.248125,9.0625,4.028891129360563,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1030.0,4.2425,9.125,4.675925041289652,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1035.0,4.185625,7.875,4.817224969834999,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1040.0,4.2006250000000005,8.0625,4.938968209712798,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1045.0,4.258125,8.0,4.712040117666406,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1050.0,4.0668750000000005,8.875,4.990947650166067,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1055.0,3.19875,8.125,4.902873272452764,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1060.0,3.0387500000000003,7.75,4.823523495707208,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1065.0,2.9581250000000003,7.75,4.768056020772711,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1070.0,2.99125,7.125,5.415654833870304,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1075.0,2.891875,7.3125,4.89598592917578,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1080.0,3.0275,8.0,5.083355915771818,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1085.0,3.10875,8.8125,4.367084852040356,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1090.0,2.9675,7.4375,5.057048369455232,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1095.0,2.87625,7.1875,5.266634977364797,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1100.0,2.88625,7.8125,5.357890805076661,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1105.0,2.9018749999999995,7.375,5.13695643935764,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1110.0,2.665,7.25,5.018059366817935,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1115.0,2.84,8.25,4.442360358961135,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1120.0,2.9075,8.375,4.827963424541401,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1125.0,2.92875,7.6875,5.606095554551641,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1130.0,2.9781250000000004,7.5625,5.807726998679931,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1135.0,2.9325,6.75,5.516145473645392,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1140.0,2.8925,7.1875,5.432027900224395,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1145.0,2.889375,8.3125,5.1321829269883965,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1150.0,2.951875,6.4375,5.610893248748032,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1155.0,2.7375,6.375,5.633229193492223,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1160.0,2.378125,6.875,5.459902621740508,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1165.0,2.503125,6.875,5.427904226290923,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1170.0,2.579375,7.4375,5.31027529188156,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1175.0,2.6975,7.0625,5.416117826948227,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1180.0,2.7975,7.0625,5.03184582767215,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1185.0,2.825625,6.625,5.549867609919246,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1190.0,2.736875,6.8125,4.731422819848709,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1195.0,2.693125,7.25,4.9045384231478,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1200.0,2.751875,6.6875,4.862750188700248,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1205.0,2.85875,6.25,5.173638441148375,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1210.0,2.6725,6.0625,5.465870578605008,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1215.0,2.4025,6.875,5.57130582309433,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1220.0,2.38875,6.75,5.568870872988947,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1225.0,2.459375,6.75,5.329042481670462,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1230.0,2.373125,6.75,5.172928209419268,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1235.0,2.4174999999999995,6.6875,4.997417847475619,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1240.0,2.4275,6.875,4.83064028271896,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1245.0,2.230625,6.3125,5.191846766144308,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1250.0,2.299375,5.875,5.073999295297667,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1255.0,2.2975000000000003,6.75,5.06320680525816,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1260.0,2.301875,6.6875,5.020898159903972,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1265.0,2.4068750000000003,7.1875,4.601088548547857,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1270.0,2.4775,7.0625,4.38750418651187,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1275.0,2.481875,6.5,4.479304286762713,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1280.0,2.465,6.75,5.022084406179179,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1285.0,2.29125,6.1875,5.327413744564264,MAPO-PPO,100%,MAPO-PPO/100%
ppo,1.0,1290.0,2.27375,5.8125,5.282603463701067,MAPO-PPO,100%,MAPO-PPO/100%
