t,wt,ql,sd,b3c3_sd
2310.0,343.75,0.0,12.049769794897212,13.89
2315.0,354.42857142857144,0.0625,9.696745462096823,13.89
2320.0,355.14285714285717,0.0625,10.138172694718788,13.89
2325.0,370.6,0.0,10.90327880682769,13.89
2330.0,355.5,0.0,11.332645281321874,13.89
2335.0,237.0,0.0,12.379111752813765,13.89
2340.0,237.0,0.0,10.601646944266827,13.89
2345.0,237.0,0.0,11.91690775783834,13.89
2350.0,237.0,0.0,12.653143165950747,13.89
2355.0,0.0,0.0,-1.0,-1
2360.0,0.0,0.0,-1.0,-1
2365.0,0.0,0.0,-1.0,-1
2370.0,0.0,0.0,-1.0,-1
2375.0,0.0,0.0,-1.0,-1
2380.0,0.0,0.0,-1.0,-1
2385.0,0.0,0.0,-1.0,-1
2390.0,0.0,0.0,-1.0,-1
2395.0,0.0,0.0,-1.0,-1
2400.0,0.0,0.0,-1.0,-1
2405.0,0.0,0.0,-1.0,-1
