t,wt,ql,sd,b3c3_sd
265.0,63.654545454545456,2.0,4.196811993732652,13.89
270.0,66.87272727272727,2.25,4.241615513910327,13.89
275.0,61.333333333333336,2.4375,3.1642628869729608,13.89
280.0,59.59322033898305,2.9375,2.3141407984685163,14.549673053039733
285.0,63.03389830508475,1.5625,4.122275032615367,13.61682297988984
290.0,64.88135593220339,1.4375,6.864003117566403,11.657375776276035
295.0,61.806451612903224,1.5625,7.524491798547772,6.945500985696154
300.0,64.47540983606558,1.8125,5.08405209257757,6.945
305.0,67.47540983606558,2.5625,3.0126982156096704,6.945
310.0,62.94202898550725,3.0625,2.2564782130415084,6.945
315.0,66.04347826086956,1.6875,4.891422207189367,6.945
320.0,67.72463768115942,1.5625,6.56650485231163,6.945
325.0,69.92753623188406,2.0625,5.931476357046999,6.945
330.0,68.42465753424658,2.125,5.47349772121947,6.945
335.0,71.27397260273973,3.125,2.7068275130568096,6.945
340.0,75.08219178082192,3.6875,1.8435045342534875,6.945
345.0,70.79012345679013,2.6875,2.9576320049583167,6.945
350.0,72.60493827160494,1.8125,6.5773459697000805,4.755640164774575
355.0,74.53086419753086,2.0625,6.773399614302507,5.633544234850176
360.0,76.5925925925926,2.125,6.378695391438064,5.069068911078118
365.0,75.29411764705883,2.75,4.1809360870956125,1.0780816041505823
370.0,77.54761904761905,3.5625,3.134258610472694,0.00024828201267748575
375.0,79.59036144578313,2.9375,3.099747645013109,13.89
380.0,82.02439024390245,2.625,4.087874399101901,11.156053695465125
385.0,77.12222222222222,2.75,4.769708139793089,10.221431148174398
390.0,78.5340909090909,2.9375,4.537772130132543,11.409226064874261
395.0,81.54545454545455,3.4375,3.371304977689404,9.62224985293875
400.0,77.20454545454545,4.375,1.6284126079651506,12.809873576326252
405.0,72.94736842105263,3.125,3.4430140944189853,6.949751850400689
410.0,74.19148936170212,2.875,5.287254111592583,6.945
415.0,75.78494623655914,2.9375,5.079282782207289,6.945
420.0,75.28865979381443,3.3125,4.8449979822518205,6.945
425.0,78.24742268041237,3.8125,3.0193236409459403,6.945
430.0,74.40776699029126,5.125,1.6988217033134208,6.945
435.0,75.56435643564356,3.375,3.081407188056632,6.945
440.0,77.57425742574257,2.25,5.68230431693576,6.945
445.0,76.18095238095238,2.3125,6.432308953472249,6.945
450.0,77.97115384615384,2.5625,6.598321872581159,6.945
455.0,80.1826923076923,3.25,4.534538155910257,6.945
460.0,74.73636363636363,4.375,2.8008629841297337,6.945
465.0,76.74074074074075,3.5,3.758987415088217,6.945
470.0,79.14814814814815,3.3125,5.429710278498674,6.945
475.0,78.82142857142857,3.625,5.651562111911814,6.945
480.0,80.43636363636364,3.875,4.310282838124102,6.945
485.0,83.46788990825688,4.5,2.9321630760958897,6.945
490.0,77.95652173913044,5.1875,2.3913302755050516,6.945
495.0,80.05309734513274,3.875,2.946166923685405,13.89
500.0,82.61946902654867,3.5,4.5612859845345275,13.134152134475142
505.0,82.25641025641026,3.75,4.334768231670166,12.574515725307744
510.0,85.03418803418803,4.0625,4.686173110082725,12.449498836434827
515.0,87.43103448275862,4.5,3.625177789422393,13.89
520.0,83.87603305785125,5.1875,3.0698679221028553,13.89
525.0,84.98305084745763,4.3125,3.4778329734354365,13.89
530.0,86.37391304347825,3.5,4.502073090470373,13.89
535.0,85.34745762711864,3.75,5.318632341373031,13.89
540.0,87.21052631578948,4.0625,4.486931238809609,13.89
545.0,84.3360655737705,5.125,2.662449497563615,13.89
550.0,86.05,5.5625,2.5046222110278262,13.89
555.0,89.525,4.125,3.1684773267499224,13.89
560.0,88.75,3.1875,4.843783511021676,13.89
565.0,90.79032258064517,3.3125,5.432605805238389,13.89
570.0,93.05645161290323,3.6875,4.885485044561677,13.89
575.0,90.04545454545455,4.75,2.754978873717889,11.750491848132555
580.0,91.24615384615385,5.875,2.456934851377911,13.132008105556686
585.0,93.2734375,4.5625,3.0762075560853894,12.928523079998065
590.0,92.62121212121212,3.375,5.040256057338351,7.147260772705378
595.0,94.64393939393939,3.4375,5.850922877306013,6.945167996510252
600.0,96.1923076923077,4.125,4.480683427974322,6.945
605.0,93.31884057971014,5.125,3.498594447887432,6.945
610.0,95.32352941176471,6.0,2.541833035127814,6.945
615.0,95.46043165467626,5.5625,2.3769427526866,13.89
620.0,97.10144927536231,4.1875,4.138868114475831,9.933005755616355
625.0,96.97887323943662,5.125,4.251314105447463,4.7015209553604045
630.0,97.08904109589041,5.375,4.499333644749516,4.63
635.0,100.03424657534246,5.5625,4.143356715246626,4.63
640.0,99.04285714285714,6.1875,2.8979050615864286,4.63
645.0,97.39416058394161,5.25,2.6535650528281907,4.63
650.0,95.6086956521739,4.4375,4.506858242702434,4.63
655.0,93.17518248175182,4.5,4.622964886322173,4.63
660.0,95.23529411764706,4.6875,4.664255906899618,4.63
665.0,97.58518518518518,5.5625,3.1544096943172337,4.63
670.0,96.73913043478261,6.25,2.5171092734700005,4.63
675.0,96.56028368794327,5.375,2.6135084584363617,4.63
680.0,95.27972027972028,4.9375,4.021706389507967,4.63
685.0,96.4225352112676,4.4375,4.758807025461913,4.63
690.0,98.83802816901408,4.5,4.262167395154353,4.63
695.0,98.38194444444444,5.625,3.1956854806549533,4.63
700.0,98.38095238095238,6.25,2.673699173501672,8.233378149682014
705.0,100.00689655172414,5.5625,2.5410676982711617,2.822670886780545
710.0,99.6510067114094,4.25,4.796474732627879,2.316347847637084
715.0,101.81879194630872,4.375,5.327867159668388,2.315
720.0,101.50326797385621,4.75,4.484560117264041,2.315
725.0,101.69426751592357,6.125,3.3140731862693653,2.315
730.0,104.49358974358974,7.3125,2.160710904602408,2.315
735.0,105.45625,6.3125,2.9035023851126325,2.315
740.0,106.10828025477707,5.375,4.175693222900289,2.0991895521538977
745.0,104.04878048780488,6.625,3.595400543085597,1.9842857142857144
750.0,107.01219512195122,6.0625,4.067645053354648,1.9842857142857144
755.0,110.17682926829268,6.875,3.682810128191682,1.9842857142857144
760.0,105.74375,7.375,2.5906632306968924,1.9842857142857144
765.0,105.04026845637584,5.5625,2.6640206710368086,1.9842857142857144
770.0,101.83783783783784,4.5625,5.0323837856856555,1.9842857142857144
775.0,100.95333333333333,4.625,5.381385175117612,1.9842857142857144
780.0,103.44,4.875,4.639381990360575,1.9842857142857144
785.0,103.55844155844156,6.3125,3.048024435439774,1.9842857142857144
790.0,105.90789473684211,7.0625,2.2133479416543516,1.9842857142857144
795.0,106.71153846153847,6.0,2.5463992718194945,1.9842857142857144
800.0,106.375,4.25,5.48325749788401,1.9842857142857144
805.0,98.04,4.125,6.424488569058016,1.9842857142857144
810.0,99.90285714285714,4.4375,5.267476913738139,1.9842857142857144
815.0,102.38857142857142,6.4375,3.337298907040113,1.9842857142857144
820.0,103.48314606741573,7.6875,2.1112834327932473,1.9842857142857144
825.0,106.35028248587571,6.4375,2.6974457867764916,1.9842857142857144
830.0,109.23863636363636,5.5,4.277200875613801,1.9842857142857144
835.0,111.73863636363636,5.8125,4.549179525561541,1.9842857142857144
840.0,109.5,6.4375,4.312964445550515,1.9842857142857144
845.0,112.4945652173913,7.8125,2.8924458009756857,1.9842857142857144
850.0,113.08021390374331,8.6875,2.076184461348144,1.9842857142857144
855.0,113.48947368421052,7.875,2.3360328898980227,1.9842857142857144
860.0,115.66137566137566,6.9375,3.298389100603317,1.9842857142857144
865.0,117.08602150537635,7.0,3.211809009140271,1.9842857142857144
870.0,118.90217391304348,7.375,2.93195434344854,1.9842857142857144
875.0,115.41798941798942,7.9375,2.651696203303276,1.9842857142857144
880.0,115.0,8.8125,1.8270707109878208,1.9842857142857144
885.0,119.32402234636872,7.1875,2.5703422166153413,1.9842857142857144
890.0,119.88,5.125,4.384302192367983,1.9842857142857144
895.0,119.45251396648045,5.25,5.318379858361161,1.9842857142857144
900.0,119.19672131147541,5.625,5.042494017547777,1.9842857142857144
905.0,121.95628415300547,7.125,3.332109724822951,1.9842857142857144
910.0,119.74074074074075,8.5,2.0144768355408917,1.9842857142857144
915.0,121.7807486631016,7.6875,2.3885072613223155,1.9842857142857144
920.0,122.83243243243243,6.375,4.03803458556837,1.9842857142857144
925.0,125.4054054054054,6.0625,4.574040420524934,1.9842857142857144
930.0,125.14438502673796,6.1875,4.3609923049882475,1.9842857142857144
935.0,127.85561497326204,6.75,3.968166097820611,1.9842857142857144
940.0,130.20108695652175,7.375,2.8268612459256106,1.9842857142857144
945.0,122.26903553299492,7.4375,2.3950577998780016,1.9842857142857144
950.0,124.35051546391753,4.9375,5.019420090716329,1.9842857142857144
955.0,127.17460317460318,4.75,5.792599628857675,1.9842857142857144
960.0,129.62234042553192,4.75,5.176303704871146,1.9842857142857144
965.0,129.43979057591622,6.0,3.5896785942803344,1.9842857142857144
970.0,131.8288770053476,8.125,1.941843394896467,1.9842857142857144
975.0,134.74594594594595,7.625,1.9547313325652247,1.9842857142857144
980.0,137.63783783783785,6.4375,3.6399010362682094,1.9842857142857144
985.0,134.43229166666666,5.25,4.545810169396253,1.9842857142857144
990.0,136.56770833333334,5.375,4.5395200742063535,1.9842857142857144
995.0,136.25128205128206,6.625,4.120590793788507,1.9842857142857144
1000.0,134.74871794871794,7.4375,3.7307346066309823,1.9842857142857144
1005.0,122.65686274509804,5.6875,4.647552488512364,1.9842857142857144
1010.0,115.88082901554404,4.9375,5.712091709678348,1.9842857142857144
1015.0,114.80423280423281,5.5,5.887436890935835,1.9842857142857144
1020.0,116.76881720430107,5.8125,4.910524848824843,1.9842857142857144
1025.0,116.41397849462365,7.625,2.651141011519313,1.9842857142857144
1030.0,117.08994708994709,9.0625,1.711600199369969,1.9842857142857144
1035.0,118.38502673796792,7.625,2.1118582335913154,1.9842857142857144
1040.0,120.99465240641712,5.8125,4.832034518012574,1.9842857142857144
1045.0,123.36898395721926,5.625,5.5092022630551725,1.9842857142857144
1050.0,123.1413612565445,5.875,5.1124509852466815,1.9842857142857144
1055.0,125.8157894736842,6.875,3.631957474813643,1.9842857142857144
1060.0,125.26041666666667,8.1875,2.9410681423244505,1.9842857142857144
1065.0,127.92146596858639,6.6875,3.336684042839275,1.9842857142857144
1070.0,130.3736842105263,5.5,5.299470091480446,1.9842857142857144
1075.0,127.12371134020619,5.625,5.999692147554746,1.9842857142857144
1080.0,127.74869109947645,6.0,5.1898845781941745,1.9842857142857144
1085.0,129.9784946236559,7.125,3.58847093829208,1.9842857142857144
1090.0,125.70491803278688,8.25,2.4901629485845667,1.9842857142857144
1095.0,128.7877094972067,6.75,2.7309435343192336,1.9842857142857144
1100.0,123.86021505376344,5.625,4.6068888911952115,1.9842857142857144
1105.0,126.2741935483871,5.8125,4.764618387007312,1.9842857142857144
1110.0,128.90860215053763,6.5625,4.270213380870911,1.9842857142857144
1115.0,131.96774193548387,7.625,2.980774146481087,1.9842857142857144
1120.0,130.3804347826087,8.25,2.5491509828138508,1.9842857142857144
1125.0,129.0054054054054,7.0,2.933884900762708,1.9842857142857144
1130.0,128.66477272727272,6.5,3.7718842553772913,1.9842857142857144
1135.0,131.28323699421966,7.0,3.8516788738124834,1.9842857142857144
1140.0,134.5664739884393,7.4375,3.5041999391813543,1.9842857142857144
1145.0,129.16756756756757,8.8125,2.061169652310708,1.9842857142857144
1150.0,132.1813186813187,8.9375,2.0107924868484646,1.9842857142857144
1155.0,134.15,6.8125,2.740963225893535,1.9842857142857144
1160.0,136.62011173184356,4.75,5.1200432342982545,1.9842857142857144
1165.0,137.5056818181818,5.0,5.578105867840506,1.9842857142857144
1170.0,136.47486033519553,5.625,4.524985224284719,1.9842857142857144
1175.0,135.56906077348066,7.3125,2.813060602939499,1.9842857142857144
1180.0,138.59444444444443,8.5,2.145400407503243,1.9842857142857144
1185.0,140.35955056179776,6.25,2.9184500207760897,1.9842857142857144
1190.0,141.24,4.4375,5.288543636436861,1.9842857142857144
1195.0,134.41988950276243,4.4375,6.261104614277392,1.9842857142857144
1200.0,134.59217877094972,4.5,6.107929284630371,1.9842857142857144
1205.0,127.60526315789474,5.8125,5.004206236782781,1.9842857142857144
1210.0,129.9840425531915,7.125,3.897294982452499,1.9842857142857144
1215.0,132.8423913043478,6.4375,3.053523784550574,1.9842857142857144
1220.0,133.2864864864865,6.75,3.8563079713296298,1.9842857142857144
1225.0,136.5054347826087,6.625,4.31718659768283,4.537680427844241
1230.0,139.41847826086956,6.8125,4.06411278104754,6.55039608546186
1235.0,142.4891304347826,7.5,3.3967198566564463,10.865256845453365
1240.0,139.38121546961327,8.3125,2.559847878375029,13.960325498108821
1245.0,139.819209039548,6.5,2.9843229225922236,3.894008258099212
1250.0,138.98888888888888,6.0,4.191260018731779,0.0018542338430613432
1255.0,138.55801104972375,6.75,4.29828912706031,0.0
1260.0,141.4972375690608,6.8125,4.0982350609927805,0.0
1265.0,144.1685393258427,7.8125,2.5774004077423918,0.0
1270.0,146.33918128654972,8.9375,1.7112692898141706,0.0
1275.0,142.43428571428572,6.8125,2.41383905632727,0.0
1280.0,143.867816091954,5.0625,5.073487295026185,0.0
1285.0,146.1627906976744,5.3125,5.506754489781141,0.0
1290.0,148.49411764705883,5.625,4.74743809706734,0.0
1295.0,148.0287356321839,7.25,2.804439138420066,0.0
1300.0,148.3370786516854,8.6875,2.243102699184687,0.0
1305.0,146.5664739884393,6.625,2.4227761842216227,0.0
1310.0,142.58620689655172,4.375,5.244879752009243,0.0
1315.0,142.09941520467837,4.3125,6.318254946605112,0.0
1320.0,142.52380952380952,4.625,5.382091575748008,0.0
1325.0,144.37951807228916,5.75,4.172036772062124,0.0
1330.0,142.78571428571428,6.75,3.4471676241153117,0.0
1335.0,144.92592592592592,4.75,3.627759987339303,13.89
1340.0,146.0375,4.0625,5.468525611342362,13.89
1345.0,137.33529411764707,4.9375,4.851203070936624,13.89
1350.0,139.54117647058823,5.125,5.472127225553187,13.89
1355.0,141.69230769230768,5.6875,4.156141083155568,13.89
1360.0,139.71698113207546,7.0,2.875025041663244,13.89
1365.0,136.28662420382165,5.5,3.0678690189738136,13.89
1370.0,138.70967741935485,5.625,3.9190311273105385,13.89
1375.0,141.90967741935484,6.5,3.693408837326125,13.89
1380.0,145.25806451612902,6.5,3.607994554416466,13.89
1385.0,144.3312101910828,7.3125,2.2219450240126917,13.89
1390.0,148.5,8.0,1.6874880655686453,13.89
1395.0,147.21935483870968,6.75,2.379917353792138,13.89
1400.0,146.42138364779873,5.3125,3.8392020242740057,13.89
1405.0,141.96951219512195,6.0625,4.283756833721213,13.89
1410.0,144.55828220858896,6.3125,3.8651637914491053,13.89
1415.0,147.91411042944785,7.3125,2.7829848662359575,13.89
1420.0,147.85454545454544,7.875,2.103099688533991,13.89
1425.0,151.46060606060607,5.625,2.9378918406596655,13.89
1430.0,153.6060606060606,4.3125,5.53958641568922,13.89
1435.0,151.32142857142858,4.8125,5.439084810618989,13.89
1440.0,153.64880952380952,5.1875,5.053946861810022,13.89
1445.0,152.77906976744185,6.5625,3.744014947390207,13.89
1450.0,148.6783625730994,7.625,2.5043588546873528,13.89
1455.0,148.72121212121212,5.375,2.8985185055820994,13.89
1460.0,150.33540372670808,3.875,5.637239774463386,13.89
1465.0,148.48125,4.75,5.694111793177983,13.89
1470.0,150.825,4.875,5.770659399580022,13.89
1475.0,153.375,5.5625,4.343810778757585,13.89
1480.0,144.73648648648648,6.5625,3.054416373251614,13.89
1485.0,127.13103448275862,5.3125,3.0614513272180632,13.89
1490.0,119.80147058823529,4.8125,4.181376367966212,13.89
1495.0,121.29629629629629,5.5,3.886996921607538,13.89
1500.0,116.90579710144928,5.8125,3.2061368625206064,13.89
1505.0,120.48550724637681,6.4375,2.5512606423824504,13.89
1510.0,121.21052631578948,6.9375,1.6752916969396079,13.89
1515.0,115.0381679389313,5.4375,2.216260271272127,13.89
1520.0,117.8076923076923,3.6875,4.6746590075918695,13.89
1525.0,115.16541353383458,3.625,5.445142030570857,13.89
1530.0,113.74452554744525,3.375,5.884910432829337,13.89
1535.0,115.33823529411765,4.125,4.807940533938135,13.89
1540.0,114.02255639097744,4.9375,4.132858590941617,13.89
1545.0,113.5036496350365,4.5,4.105148237732696,13.89
1550.0,115.46323529411765,3.5625,5.041614740059413,13.89
1555.0,117.81617647058823,4.4375,4.746464698065557,13.89
1560.0,120.625,4.9375,4.427392559477949,13.89
1565.0,120.17857142857143,5.8125,3.2049046953802915,13.89
1570.0,119.16901408450704,6.375,2.5197898063612425,13.89
1575.0,122.04964539007092,4.9375,2.869962149395452,13.89
1580.0,120.29861111111111,4.5625,4.698476797171842,13.89
1585.0,122.94444444444444,4.75,4.868865156147548,13.89
1590.0,125.79166666666667,5.4375,4.280627789761212,13.89
1595.0,125.52027027027027,6.125,3.078834053274805,13.89
1600.0,126.08333333333333,7.0625,2.125902085011428,13.89
1605.0,119.5958904109589,6.375,2.543937323397584,13.89
1610.0,122.06206896551724,5.3125,3.66653197003323,13.89
1615.0,124.97931034482758,5.625,3.747371852360744,13.89
1620.0,128.16551724137932,6.0625,3.3394458546200565,13.89
1625.0,128.04697986577182,6.8125,2.455176706179087,13.89
1630.0,127.48275862068965,6.9375,1.83605725390553,13.89
1635.0,130.31944444444446,5.4375,2.7896524921323524,13.89
1640.0,130.86524822695034,4.0,4.951773472818306,13.89
1645.0,133.00709219858157,3.6875,5.965589130953128,13.89
1650.0,131.44137931034481,4.125,5.217421613902632,13.89
1655.0,132.1118881118881,5.4375,3.515760750036451,13.89
1660.0,134.52482269503545,6.75,2.2129934601901557,13.89
1665.0,138.1418439716312,5.3125,2.4323229085241347,13.89
1670.0,140.73758865248226,4.5625,4.561918359540858,13.89
1675.0,135.71812080536913,4.875,4.982715385079481,13.89
1680.0,138.3288590604027,5.0,4.889781400015043,13.89
1685.0,141.19463087248323,5.875,3.3531445964440385,13.89
1690.0,144.58783783783784,6.6875,2.6121154293960758,13.89
1695.0,141.98591549295776,5.75,2.8101428091356992,13.89
1700.0,138.95774647887325,5.5,3.7394996573232238,13.89
1705.0,140.78985507246378,5.75,3.869010317301407,13.89
1710.0,141.77037037037036,5.875,3.176688992150562,13.89
1715.0,143.78787878787878,6.5625,1.7425600480425476,13.89
1720.0,146.26356589147287,7.0625,1.0843941893025808,13.89
1725.0,144.34615384615384,5.3125,2.2761917007162067,13.89
1730.0,146.1796875,3.9375,4.689772664006088,13.89
1735.0,148.3095238095238,3.75,5.221774947380277,13.89
1740.0,150.68253968253967,3.8125,5.3097614598076275,13.89
1745.0,142.89312977099237,4.9375,3.5541043453309267,13.89
1750.0,143.9763779527559,4.9375,3.8427941502629985,13.89
1755.0,141.95833333333334,3.6875,3.5462819894759954,13.89
1760.0,141.93965517241378,2.6875,5.407074336639335,11.315085257595635
1765.0,143.89655172413794,3.0625,5.80920392468069,9.87065107785107
1770.0,139.58474576271186,3.3125,5.06088037894895,10.887907571138046
1775.0,140.49137931034483,4.4375,3.679170913354323,6.6366801742462025
1780.0,142.30434782608697,5.1875,2.5416372528993825,5.048999122771374
1785.0,146.23684210526315,4.4375,2.286548893470129,0.14111733411450186
1790.0,148.9298245614035,3.625,4.232958434031228,0.0004098842560720033
1795.0,146.41525423728814,3.9375,4.746445921784734,0.0
1800.0,149.09322033898306,4.125,4.523977968706105,0.0
1805.0,147.0737704918033,4.75,3.5234902710402887,0.0
1810.0,148.83471074380165,5.5,2.129411525543933,0.0
1815.0,150.77966101694915,4.625,2.4796967825203375,2.050602515065728
1820.0,152.55172413793105,4.5,3.7454771892908627,7.045566218917417
1825.0,155.6206896551724,4.4375,3.939353725268471,6.945
1830.0,158.69827586206895,4.5625,3.4624276546765396,3.460218926775269
1835.0,158.58407079646017,5.4375,1.8374728986038376,5.487609424951133
1840.0,160.74545454545455,5.625,1.5069415567778512,6.945
1845.0,164.55963302752295,4.5,1.9068601995602905,13.89
1850.0,167.44036697247705,3.5625,3.902617821969239,13.89
1855.0,170.12844036697248,3.9375,4.5077223988402,13.89
1860.0,172.91743119266056,3.8125,4.405138422845606,13.89
1865.0,175.77981651376146,3.9375,4.556337060525438,13.89
1870.0,176.9904761904762,4.125,4.262619200547143,13.89
1875.0,161.8469387755102,3.0625,4.3179464500956435,13.89
1880.0,158.89361702127658,2.0,6.106383350293028,13.103561675402114
1885.0,155.06741573033707,2.375,5.8893324017709805,12.343785049229155
1890.0,156.0681818181818,2.5625,5.245460630731753,10.372445016001006
1895.0,156.65116279069767,3.4375,3.1363122708379896,7.043176039477328
1900.0,158.71764705882353,4.1875,2.0863269024056073,4.395633817075742
1905.0,161.61904761904762,3.1875,2.1392727471921145,2.324677918093362
1910.0,164.57142857142858,3.0,3.890897955165657,2.315
1915.0,168.36144578313252,3.125,4.61903439970659,2.315
1920.0,171.46341463414635,3.125,3.977630165366598,2.315
1925.0,174.76829268292684,3.5625,2.7094146477021983,2.315
1930.0,178.5,4.0,1.885726511398213,2.315
1935.0,178.29113924050634,3.1875,2.3646568150525886,2.315
1940.0,181.53164556962025,3.25,3.745466343807801,2.315
1945.0,173.5,3.5625,3.7280695066967144,2.315
1950.0,176.7439024390244,3.375,3.405629947686564,2.315
1955.0,176.525,3.9375,1.7872810636700418,2.315
1960.0,179.32051282051282,4.25,1.1914624089971855,2.315
1965.0,183.30769230769232,3.0,2.4972458892004172,3.3040600392271267
1970.0,185.33333333333334,1.625,5.762467810689984,9.425348761596267
1975.0,187.0897435897436,1.875,6.325865230225729,13.89
1980.0,189.17948717948718,2.1875,6.1752641617973785,13.89
1985.0,191.42307692307693,2.3125,5.591213348963214,13.89
1990.0,188.44444444444446,2.6875,4.23989822991032,13.89
1995.0,184.2153846153846,2.125,3.850563885456068,13.89
2000.0,187.82539682539684,1.625,5.875800296786846,13.89
2005.0,188.14754098360655,1.4375,5.920792054417331,13.89
2010.0,191.05084745762713,1.5,5.547365298526911,13.89
2015.0,191.52631578947367,1.9375,4.307843071924262,13.89
2020.0,186.3877551020408,2.3125,1.5979217129369385,13.89
2025.0,185.5744680851064,1.75,1.908637366050988,13.89
2030.0,188.19148936170214,1.625,4.6980279344555615,13.89
2035.0,191.17021276595744,1.75,4.662131167941812,13.89
2040.0,194.14893617021278,1.75,3.8732216491890528,13.89
2045.0,197.5531914893617,2.1875,1.6337396584762998,13.89
2050.0,201.6595744680851,2.625,1.3387667127905314,13.89
2055.0,205.95652173913044,1.75,2.433736298404173,13.89
2060.0,208.47826086956522,1.3125,4.244839714280179,13.89
2065.0,210.8695652173913,1.4375,5.261250423424675,13.89
2070.0,213.3695652173913,1.4375,5.440637605120084,13.89
2075.0,215.97826086956522,1.625,4.7541215621320365,13.89
2080.0,217.0,1.8125,3.9806509313608887,13.89
2085.0,219.0731707317073,1.0625,4.907572304599857,13.89
2090.0,206.88571428571427,0.4375,6.841692490524129,13.89
2095.0,204.71875,0.5625,7.0540125518282055,13.89
2100.0,207.67741935483872,0.75,6.584608200819955,13.89
2105.0,210.16666666666666,0.6875,6.458226703507852,13.89
2110.0,210.96428571428572,0.875,5.211702714760649,13.89
2115.0,224.95652173913044,0.5625,5.164803150514562,13.89
2120.0,227.04347826086956,0.625,6.685876249597432,13.89
2125.0,230.0,0.625,7.089603520013449,13.89
2130.0,228.1,0.6875,5.6343075153620905,13.89
2135.0,242.83333333333334,0.6875,4.93659905995241,13.89
2140.0,241.25,0.6875,4.1080053030341,13.89
2145.0,244.125,0.375,5.692790607077216,13.89
2150.0,246.64285714285714,0.25,6.760978994241732,13.89
2155.0,248.64285714285714,0.375,5.282945519703623,13.89
2160.0,250.78571428571428,0.375,4.952613343201773,13.89
2165.0,253.0,0.4375,2.8613628501780966,13.89
2170.0,256.14285714285717,0.5,2.2830030741185117,13.89
2175.0,258.7857142857143,0.375,3.8837602688955215,13.89
2180.0,261.85714285714283,0.625,3.286880602675016,13.89
2185.0,265.42857142857144,0.625,3.206064273163199,13.89
2190.0,269.0,0.625,3.29063361852936,13.89
2195.0,272.57142857142856,0.625,3.2009836597854466,13.89
2200.0,271.61538461538464,0.625,2.502529416489938,13.89
2205.0,274.7692307692308,0.3125,5.001654974583515,13.89
2210.0,268.75,0.3125,7.025213707441548,13.89
2215.0,273.45454545454544,0.3125,6.358588428768636,13.89
2220.0,275.90909090909093,0.4375,4.588326726425098,13.89
2225.0,279.1818181818182,0.5,3.6105449599569095,13.89
2230.0,303.6666666666667,0.5,1.1877812077260814,13.89
2235.0,308.1111111111111,0.5,1.0185646053709432,13.89
2240.0,304.375,0.5,0.0,13.89
2245.0,309.375,0.5,0.0,13.89
2250.0,314.375,0.5,0.0,13.89
2255.0,319.375,0.5,0.0,13.89
2260.0,324.375,0.5,0.0,13.89
2265.0,328.625,0.25,2.17588953946851,13.89
2270.0,330.0,0.125,4.504953272106169,13.89
2275.0,331.875,0.1875,6.774046164392222,13.89
2280.0,333.75,0.1875,6.573823656152383,13.89
2285.0,335.75,0.25,2.927162170117795,13.89
2290.0,339.0,0.375,0.12763000904592814,13.89
2295.0,343.0,0.25,2.7276160526083295,13.89
2300.0,343.75,0.0,9.70285921351392,13.89
2305.0,343.75,0.0,10.834818749099885,13.89
