Wall time,Step,Value
1694487517.7906992,29952,-113.07322692871094
1694487888.7326138,39168,-113.07322692871094
1694487933.9759486,40320,-113.07322692871094
1694488090.9944503,44544,-113.07322692871094
1694488292.4933658,50304,-160.96775817871094
1694488333.6345372,51456,-160.96775817871094
1694488625.1357145,59136,-160.96775817871094
1694489489.8189452,82560,-161.35400390625
1694489535.3487396,83712,-161.35400390625
1694489665.7452662,87168,-161.35400390625
1694489880.704459,93312,-134.2152557373047
1694490522.3457537,110976,-134.2152557373047
1694490589.6051543,112896,-134.2152557373047
1694490869.5345268,120960,-112.5485610961914
1694490941.4600732,122880,-112.5485610961914
1694491043.6086612,125568,-112.5485610961914
1694491133.2343774,127872,-112.5485610961914
1694491612.638192,141312,-97.90972900390625
1694491635.479034,142080,-97.90972900390625
1694491745.252528,145152,-97.90972900390625
1694492045.414564,153216,-97.90972900390625
1694492160.1526828,156288,-97.90972900390625
1694492425.938738,163968,-86.52803039550781
1694493170.7738512,184704,-81.86534881591797
1694493182.5927422,185088,-81.86534881591797
1694493450.824914,192768,-81.86534881591797
1694493495.4509704,193920,-81.86534881591797
1694493717.5923595,199680,-81.86534881591797
1694493755.1183503,200832,-81.86534881591797
1694493771.2281682,201216,-81.86534881591797
1694493904.414818,205056,-81.86534881591797
1694494154.5465126,212352,-77.05384063720703
1694494448.7612815,220416,-77.05384063720703
1694494762.2580545,228864,-77.05384063720703
1694495122.90283,239232,-71.97827911376953
1694495354.1364,245376,-71.97827911376953
1694495450.080916,248064,-71.97827911376953
1694495463.887532,248448,-71.97827911376953
1694495897.4874566,261120,-71.59812927246094
1694496103.5871723,266496,-71.59812927246094
1694496205.3542855,269184,-71.59812927246094
1694496218.4914353,269568,-71.59812927246094
1694496244.8473554,270336,-71.59812927246094
1694496290.3367777,271488,-71.59812927246094
1694496315.9554563,272256,-71.59812927246094
1694496476.9580815,276864,-68.87777709960938
1694496605.3756995,280704,-68.87777709960938
1694497201.8318448,297216,-68.87777709960938
1694497302.440976,300288,-65.02694702148438
1694497408.148403,303360,-65.02694702148438
1694497714.5806553,311808,-65.02694702148438
1694497766.4983757,313344,-65.02694702148438
1694497898.8989685,316800,-65.02694702148438
1694497948.463956,318336,-65.02694702148438
1694497976.8858094,319104,-65.02694702148438
1694498146.2842708,324480,-62.043479919433594
1694498174.8927157,325248,-62.043479919433594
1694498236.924793,327168,-62.043479919433594
1694498266.17994,327936,-62.043479919433594
1694498317.2801588,329472,-62.043479919433594
1694498373.9947438,331008,-62.043479919433594
1694498463.1950593,333312,-62.043479919433594
1694498482.289418,333696,-62.043479919433594
1694498808.939862,342528,-62.043479919433594
1694498863.4125347,344064,-62.043479919433594
1694499309.8245735,356736,-60.24503707885742
1694499491.096231,361728,-60.24503707885742
1694499820.9623435,371328,-58.08027267456055
1694499852.6509817,372096,-58.08027267456055
1694499960.9795687,375168,-58.08027267456055
1694500324.859225,384768,-58.08027267456055
1694500363.9588342,385920,-58.08027267456055
1694500588.3737054,392448,-55.441680908203125
1694500707.0275896,395904,-55.441680908203125
1694500725.1470363,396288,-55.441680908203125
1694500802.0475223,398592,-55.441680908203125
1694500820.6963973,398976,-55.441680908203125
1694500890.001466,400896,-55.441680908203125
1694501140.4260495,407808,-55.441680908203125
1694501184.7684855,408960,-55.441680908203125
1694501303.5477958,412416,-55.441680908203125
1694501981.6918194,431232,-53.31045150756836
1694502032.2211018,432384,-53.31045150756836
1694502113.0028932,434688,-53.31045150756836
1694502183.280114,436992,-51.80564498901367
1694502247.0887582,438912,-51.80564498901367
1694502378.1842196,442752,-51.80564498901367
1694502461.1567068,445056,-51.80564498901367
