step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,14.540643834764946,0,0.0,0.6303524369820142,0,0.0,0.5545727635537799,0,0.0,1.0,0,0.0,0.35679696841534153,0,0.0,1.0,0,0.0,0.4092414251917677,0,0.0,0.8472790218660954,0,0.0,1.0,0,0.0
10.0,0.0,0,0.0,0.0,14.080203935010696,0,0.0,0.43705353728570673,0,0.0,0.1922512090727715,0,0.0,1.0,0,0.0,0.09981537442883857,0,0.0,1.0,0,0.0,0.2283152372267361,0,0.0,0.6187353371245209,0,0.0,1.0,0,0.0
15.0,-0.0025,0,0.02,0.0025,14.264581327815801,0,1.0,0.1775828230394521,0,0.0,0.6580604435435187,0,0.0,0.6728573617314968,0,1.0,0.030020949819622125,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2895388403289237,0,0.0,1.0,0,2.0
20.0,-0.015,3,0.14,0.0175,14.735234516392788,1,6.0,0.18812382033126915,0,0.0,0.3528564511324775,0,0.0,0.3363917484058732,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.2408662689290262,0,0.0,1.0,3,14.0
25.0,-0.026250000000000002,4,0.35,0.04375,14.66985935001678,1,13.0,0.21427767978118598,0,0.0,0.09941994158398151,0,0.0,0.3265987310646192,1,10.0,0.4999999996665513,0,0.0,1.0,0,0.0,1.0,2,12.0,0.2657953590098856,0,0.0,1.0,4,35.0
30.0,-0.01875,5,0.5,0.0625,15.04260717680124,2,21.0,0.06716518292218106,0,0.0,0.5032594417504606,0,0.0,0.5968338967012377,1,15.0,0.436566155512106,0,0.0,1.0,0,0.0,1.0,2,14.0,0.19605857282191191,0,0.0,1.0,5,50.0
35.0,-0.035,6,0.78,0.0975,15.076461858782396,3,35.0,0.173099897251856,0,0.0,0.4317346426603494,0,0.0,0.2327526543860053,1,20.0,0.4104087950372508,0,0.0,1.0,0,0.0,0.13935984395947484,2,23.0,0.3299800394028804,0,0.0,1.0,6,78.0
40.0,-0.04625,8,1.15,0.14375,15.110088830288788,4,52.0,0.04078458203688689,0,0.0,0.09756249915254438,0,0.0,0.4232382290557869,1,25.0,0.0,0,0.0,0.9892412905354467,0,1.0,0.5123286262768586,3,37.0,0.25826325615078843,0,0.0,1.0,8,115.0
45.0,-0.06125,12,1.6400000000000001,0.20500000000000002,14.73442808665898,6,74.0,0.0331025011508728,0,1.0,0.29329919317414394,0,0.0,0.3935367380846814,1,30.0,0.43465956083579044,0,0.0,1.0,1,5.0,0.4278192496603497,4,54.0,0.14181510448518234,0,0.0,1.0,12,164.0
50.0,-0.07874999999999999,13,2.2700000000000005,0.28375,14.33144793239585,6,102.0,0.09326088548948927,1,5.0,0.10753348541947114,0,0.0,0.4451030679713906,1,36.0,0.006680136253981964,0,0.0,0.8420668978170627,1,10.0,0.6690565102994268,4,74.0,0.2104448073410966,0,0.0,1.0,13,227.0
55.0,0.001250000000000008,12,2.26,0.2825,14.142562554311581,3,58.0,0.037733432049649525,1,10.0,0.020602167643820748,0,0.0,0.9184720771299392,2,45.0,0.25671400747537126,0,0.0,0.5358751780228338,1,15.0,0.487651547951714,5,98.0,0.0995741081341541,0,0.0,1.0,12,226.0
60.0,0.0325,11,2.0,0.25,12.949648154078348,2,37.0,0.12371948286966164,1,16.0,0.17069127789381666,0,0.0,1.0,1,3.0,0.10063522398329124,0,0.0,0.507084682806961,1,20.0,0.6017273769495122,6,124.0,0.1274117859242807,0,0.0,1.0,11,200.0
65.0,-0.046250000000000006,11,2.37,0.29625,12.593767879456871,1,21.0,0.35575210693356346,2,25.0,0.04356582069909002,0,0.0,0.9820192389642958,1,8.0,0.08190987539831011,0,0.0,0.4264298354289047,1,25.0,0.6657366503902784,6,158.0,0.20571314511184288,0,0.0,1.0,11,237.0
70.0,-0.07499999999999998,13,2.9699999999999998,0.37124999999999997,12.123167808113626,2,25.0,0.17130418474871129,2,35.0,0.17811565967576384,0,0.0,1.0,1,14.0,0.08080910087981162,0,2.0,0.34841983769746027,1,30.0,0.43082250056490656,7,191.0,0.1421993854465871,0,0.0,1.0,13,297.0
75.0,-0.09499999999999997,18,3.73,0.46625,11.76515241018976,2,35.0,0.2984432703370086,3,47.0,0.22353821466867604,0,0.0,0.9755988060952684,3,24.0,0.03564349205234547,0,0.0,0.6209786704431244,2,37.0,0.0,8,230.0,0.09341885334510093,0,0.0,1.0,18,373.0
80.0,0.0925,17,2.99,0.37375,11.81895545638978,2,45.0,0.0,3,62.0,0.01928556500560165,0,0.0,0.9986511999952435,6,49.0,0.0707339232236605,0,0.0,0.6615393943176665,1,5.0,0.3623725245602816,5,138.0,0.05200317090715922,0,0.0,1.0,17,299.0
85.0,0.009999999999999981,15,2.91,0.36375,11.829301879829302,2,52.0,0.33051397433373353,3,77.0,0.1370378954479253,0,0.0,1.0,9,87.0,0.022798712436708918,0,0.0,0.3034630932999417,1,11.0,0.475121967496782,0,64.0,0.13446732211470824,0,0.0,0.9063592902755643,15,291.0
90.0,0.03749999999999999,15,2.6100000000000003,0.32625000000000004,11.545916321422503,2,60.0,0.2589738199368691,1,33.0,0.20816767362072242,0,0.0,0.6337161019978432,10,135.0,0.012009956301454667,0,0.0,0.1968586955860199,1,16.0,0.11915366143860114,1,17.0,0.32337652210144263,0,0.0,0.699776393022646,15,261.0
95.0,-0.09999999999999998,18,3.41,0.42624999999999996,11.41721330704975,2,70.0,0.18332166751209122,2,43.0,0.031696002730151204,0,2.0,0.3765408125252659,11,190.0,0.0021241163452966794,0,0.0,0.15099924304339582,2,22.0,0.054645020143672327,1,12.0,0.40650464718138046,0,2.0,0.9562703697185019,18,341.0
100.0,0.014999999999999986,11,3.2900000000000005,0.41125,11.309788820988276,2,80.0,0.15138550938945697,2,53.0,0.20199272100084312,0,2.0,0.246486252229054,2,139.0,0.03254109430738507,0,0.0,0.3400768385460291,3,31.0,0.0031037994592874843,2,18.0,0.3629434648103156,0,6.0,0.9934043580646484,11,329.0
105.0,-0.011250000000000013,14,3.38,0.42250000000000004,11.08348644095598,3,92.0,0.17401860332687166,3,65.0,0.09105903741116958,1,1.0,0.24901804887800058,1,103.0,0.10397469745046453,0,0.0,0.09851099187473604,4,47.0,0.04557049970741998,2,26.0,0.34354767324476837,0,4.0,0.9999904927284131,14,338.0
110.0,-0.011250000000000003,16,3.4699999999999998,0.43374999999999997,11.353726856381712,4,110.0,0.07169982266832735,4,82.0,0.09126062827624024,1,5.0,0.19778947693908425,1,47.0,0.15375639913781375,0,0.0,0.32848106587942333,4,67.0,0.0290043724930716,2,36.0,0.18355368798928778,0,0.0,1.0,16,347.0
