step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,14.12882657926704,0,0.0,0.6014168372538645,0,0.0,0.5028636028910085,0,0.0,1.0,0,0.0,0.3074900894222917,0,0.0,1.0,0,0.0,0.5146610380183432,0,0.0,0.8997693025192941,0,0.0,1.0,0,0.0
10.0,0.0,0,0.0,0.0,14.786171860184425,0,0.0,0.41285673623083435,0,0.0,0.1679264569335778,0,0.0,1.0,0,0.0,0.08311838119438995,0,0.0,1.0,0,0.0,0.11744607865716475,0,0.0,0.6842303517238927,0,0.0,1.0,0,0.0
15.0,-0.0025,0,0.02,0.0025,14.742904964192036,0,1.0,0.1584248397570267,0,0.0,0.7321097987381314,0,0.0,1.0,0,1.0,0.026188612060128215,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3001392284446582,0,0.0,1.0,0,2.0
20.0,-0.01375,3,0.13,0.01625,14.785823023207545,1,6.0,0.19174636430349212,0,0.0,0.4153473231749648,0,0.0,0.6969005988186464,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.263108766581639,0,0.0,1.0,3,13.0
25.0,-0.02375,4,0.32,0.04,15.024632200593517,1,12.0,0.2145562086877204,0,0.0,0.12005716006511706,0,0.0,0.4129590644783498,1,10.0,0.0,0,0.0,1.0,0,0.0,1.0,2,10.0,0.3218455029466387,0,0.0,1.0,4,32.0
30.0,-0.021249999999999998,5,0.49,0.06125,15.131083897129471,2,21.0,0.06538320432974677,0,0.0,0.5576823356169,0,0.0,0.19135939814158492,1,15.0,0.0,0,0.0,1.0,0,0.0,1.0,2,13.0,0.2551346319892541,0,0.0,1.0,5,49.0
35.0,-0.035,6,0.77,0.09625,15.315828734197941,3,35.0,0.1725719548949317,0,0.0,0.47315227481124883,0,0.0,0.39848376029008514,1,20.0,0.5843647996433465,0,0.0,1.0,0,0.0,0.07972743832589627,2,22.0,0.34079344431444786,0,0.0,1.0,6,77.0
40.0,-0.045,8,1.13,0.14125,15.054887135495482,4,52.0,0.04107928047795344,0,0.0,0.10806719235712457,0,0.0,0.31252739156374193,1,25.0,0.41607460224267095,0,0.0,0.9827900098637747,0,1.0,0.6171931890011141,3,35.0,0.25203426755213965,0,0.0,1.0,8,113.0
45.0,-0.06125,12,1.62,0.2025,14.763323030673906,6,74.0,0.03253690105950364,0,1.0,0.2728909149902734,0,0.0,0.37561434988190023,1,30.0,0.3531250494542159,0,0.0,0.9964235001529623,1,6.0,0.4392779028013864,4,51.0,0.1432261831845095,0,0.0,1.0,12,162.0
50.0,-0.07874999999999999,13,2.25,0.28125,14.287361400466581,6,102.0,0.10001097566521105,1,5.0,0.09664886402377501,0,0.0,0.3873594988622385,1,36.0,0.008748890773710738,0,0.0,0.3945988899256797,1,11.0,0.57863688263299,4,71.0,0.19933924316065815,0,0.0,1.0,13,225.0
