step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,14.54813690687049,0,0.0,0.6001810957553683,0,0.0,0.43344809211180796,0,0.0,1.0,0,0.0,0.32698475796975984,0,0.0,1.0,0,0.0,0.4169520052417111,0,0.0,0.8657903646102152,0,0.0,1.0,0,0.0
10.0,0.0,0,0.0,0.0,14.233670905521466,0,0.0,0.40458677584093966,0,0.0,0.13946597739215552,0,0.0,1.0,0,0.0,0.09344659239555318,0,0.0,1.0,0,0.0,0.2328239653556958,0,0.0,0.6486568733886884,0,0.0,1.0,0,0.0
15.0,-0.0025,0,0.02,0.0025,14.477259073197665,0,1.0,0.15196593384497964,0,0.0,0.7958156468326596,0,0.0,1.0,0,1.0,0.02772421459517989,0,0.0,1.0,0,0.0,1.0,0,0.0,0.299653157703427,0,0.0,1.0,0,2.0
20.0,-0.015,3,0.14,0.0175,15.16847468403635,1,6.0,0.22211297764458235,0,0.0,0.42703170186448264,0,0.0,0.6178903442115329,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.22716334953226802,0,0.0,1.0,3,14.0
25.0,-0.025,4,0.33999999999999997,0.042499999999999996,15.08109884956231,1,12.0,0.22543861308480243,0,0.0,0.1227917559161615,0,0.0,0.23127224060762006,1,10.0,0.49999999968075287,0,0.0,1.0,0,0.0,1.0,2,12.0,0.26590264130268715,0,0.0,1.0,4,34.0
30.0,-0.02,5,0.5,0.0625,15.774886575875817,2,21.0,0.06791065194502706,0,0.0,0.5655356116985013,0,0.0,0.8386320562061591,1,15.0,0.0,0,0.0,1.0,0,0.0,0.32181114591262255,2,14.0,0.20462507079265221,0,0.0,1.0,5,50.0
35.0,-0.035,6,0.78,0.0975,15.673100901585206,3,35.0,0.17851905497304119,0,0.0,0.4791987863819937,0,0.0,0.35913153728185804,1,20.0,0.4892815610571348,0,0.0,1.0,0,0.0,0.030731304018033697,2,23.0,0.3147012545221635,0,0.0,1.0,6,78.0
40.0,-0.04875,9,1.17,0.14625,15.653007795972695,4,52.0,0.04408774674390615,0,0.0,0.10967543199506043,0,0.0,0.34619582140787963,1,25.0,0.6863320879466541,0,0.0,0.9862316740428334,1,3.0,0.43317544467328034,3,37.0,0.23572889329570054,0,0.0,1.0,9,117.0
45.0,-0.0625,12,1.6700000000000002,0.20875,15.062911507914471,6,74.0,0.033257278878042716,0,1.0,0.2842345236870584,0,0.0,0.22670908026467979,1,30.0,0.032251127479827384,0,0.0,1.0,1,8.0,0.4091176743102599,4,54.0,0.12635779405529549,0,0.0,1.0,12,167.0
50.0,-0.07874999999999999,13,2.3,0.28750000000000003,14.354160488774298,6,102.0,0.09187594300036016,1,5.0,0.10217333067669924,0,0.0,0.3249385538920499,1,36.0,0.00838583099475656,0,0.0,0.6994671484903029,1,13.0,0.4537382702610273,4,74.0,0.18197157537815656,0,0.0,1.0,13,230.0
55.0,6.938893903907228e-18,12,2.3,0.2875,14.239605208958606,3,58.0,0.0435557551636307,1,10.0,0.019490797438009532,0,0.0,1.0,2,45.0,0.44250265311853176,0,0.0,0.40184879206939955,1,18.0,0.5699305629661336,5,99.0,0.10656350242566895,0,0.0,1.0,12,230.0
60.0,0.03,11,2.06,0.2575,13.13994995277944,2,37.0,0.1259985298879821,1,16.0,0.1715073194131186,0,0.0,0.9591548827227048,1,3.0,0.0,0,0.0,0.47176601722782374,1,23.0,0.44730351554270203,6,127.0,0.10960281848605422,0,0.0,1.0,11,206.0
65.0,-0.04875000000000001,12,2.45,0.30625,12.67831034095519,1,21.0,0.3537894542057498,2,25.0,0.04599469365321595,0,0.0,0.9215527495672341,1,8.0,0.17661421123263363,0,1.0,0.36469335163889705,1,28.0,0.5832392622421106,7,162.0,0.21383670683095327,0,0.0,1.0,12,245.0
70.0,-0.06999999999999998,13,3.01,0.37625,12.023929708009485,2,25.0,0.18141855921611838,2,35.0,0.1808673218984287,0,0.0,1.0,1,13.0,0.04025533546897022,0,0.0,0.39892498113507585,1,33.0,0.38173816133868277,7,195.0,0.1448560950322846,0,0.0,1.0,13,301.0
75.0,-0.045000000000000005,17,3.37,0.42125,11.79405549919454,2,35.0,0.30746064156514374,3,47.0,0.22494005793954486,0,0.0,0.9739821217351416,2,21.0,0.06265721472702464,0,0.0,0.6959858676085696,1,1.0,0.0053839555541327815,9,233.0,0.09480490169135679,0,0.0,1.0,17,337.0
80.0,0.05875000000000001,15,2.9,0.3625,12.348157705425137,2,45.0,0.0,3,62.0,0.019769268672562772,0,0.0,1.0,4,39.0,0.09260176475307719,0,0.0,0.6649137159761316,1,4.0,0.4490297540471273,5,140.0,0.05639505792408443,0,0.0,1.0,15,290.0
85.0,0.021249999999999984,13,2.7300000000000004,0.34125000000000005,12.10651510468371,2,52.0,0.329337415639449,3,77.0,0.12392831986804878,0,0.0,0.44863758554790145,6,62.0,0.03499618453805639,0,4.0,0.3998915359500453,2,12.0,0.3882727048467129,0,66.0,0.13210216982352146,0,0.0,0.9453508004814197,13,273.0
90.0,0.052500000000000005,13,2.31,0.28875,11.891761842639058,2,60.0,0.22671439530659146,1,33.0,0.2340351509994137,0,2.0,0.4798463937604576,7,97.0,0.012458152091311861,0,0.0,0.12749430521047941,2,22.0,0.08203827254801598,1,17.0,0.3145074045174244,0,0.0,0.8414744525718774,13,231.0
95.0,-0.09999999999999999,17,3.11,0.38874999999999993,11.906263565043343,2,70.0,0.09893612613231931,2,43.0,0.14723904524202203,0,2.0,0.20949154269655867,10,149.0,0.00318278075869211,0,0.0,0.5228665336475885,2,31.0,0.018194140714151208,1,12.0,0.40208911449024115,0,4.0,0.9617661364041299,17,311.0
100.0,0.008749999999999983,12,3.04,0.38,11.715825706397336,2,81.0,0.11773259570287234,2,53.0,0.16402108057167328,1,2.0,0.29641639754278537,2,102.0,0.03664395741855605,0,0.0,0.19031808918445836,3,42.0,0.0,2,18.0,0.3540492029828128,0,6.0,0.9899176565446253,12,304.0
105.0,-0.0037499999999999895,13,3.0699999999999994,0.38375,11.2921994120054,4,97.0,0.1555339065642194,2,64.0,0.11706577648692584,1,8.0,0.2744949287256557,1,57.0,0.10219325642528893,0,0.0,0.169574852781822,3,55.0,0.09016664128719547,2,26.0,0.34116091239301355,0,0.0,1.0,13,307.0
