step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,15.072913509051157,0,0.0,0.5553270615117009,0,0.0,0.6076890788961824,0,0.0,1.0,0,0.0,0.30364208528268244,0,0.0,1.0,0,0.0,0.4597412432445578,0,0.0,0.8581200880773909,0,0.0,1.0,0,0.0
10.0,0.0,0,0.0,0.0,14.703665471204483,0,0.0,0.43669180498619253,0,0.0,0.22121400202218963,0,0.0,1.0,0,0.0,0.08530866429527346,0,0.0,1.0,0,0.0,0.2583556022289174,0,0.0,0.623155979839372,0,0.0,1.0,0,0.0
15.0,-0.0025,0,0.02,0.0025,14.970871102745821,0,1.0,0.18603893908052674,0,0.0,0.6553817769967039,0,0.0,0.5754161890184991,0,1.0,0.025882312503869406,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2814645020276481,0,0.0,1.0,0,2.0
20.0,-0.015,3,0.14,0.0175,15.084831353000295,1,6.0,0.1824240877931372,0,0.0,0.3503835873186462,0,0.0,0.24717403025798163,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.20097904110154027,0,0.0,1.0,3,14.0
25.0,-0.025,4,0.33999999999999997,0.042499999999999996,14.940082407147816,1,12.0,0.20915930862437482,0,0.0,0.09862607537903681,0,0.0,0.3135842395302847,1,10.0,0.0,0,0.0,1.0,0,0.0,1.0,2,12.0,0.24492269446449838,0,0.0,1.0,4,34.0
30.0,-0.02,5,0.5,0.0625,15.129808238923566,2,21.0,0.06540823408271614,0,0.0,0.5172268029199573,0,0.0,0.1829885758589793,1,15.0,0.0,0,0.0,1.0,0,0.0,0.27046083962104167,2,14.0,0.19386193719312994,0,0.0,1.0,5,50.0
35.0,-0.035,6,0.78,0.0975,15.390781503775358,3,35.0,0.17354367173889432,0,0.0,0.4423170452499742,0,0.0,0.7155326514270275,1,20.0,0.611961427497464,0,0.0,1.0,0,0.0,0.5097927095536157,2,23.0,0.34290759089225603,0,0.0,1.0,6,78.0
40.0,-0.04875,9,1.17,0.14625,15.547418955109789,4,52.0,0.04231340779435883,0,0.0,0.1001714260512873,0,0.0,0.38160240742694485,1,25.0,0.0,0,0.0,0.9914143948767562,1,3.0,0.3971664194083334,3,37.0,0.2746314941565598,0,0.0,1.0,9,117.0
45.0,-0.0625,12,1.6700000000000002,0.20875,15.002895811370733,6,74.0,0.033034066230611774,0,1.0,0.3234143066653402,0,0.0,0.2422771794154541,1,30.0,0.28480424019478007,0,0.0,0.5854600929026477,1,8.0,0.0,4,54.0,0.14392804179267085,0,0.0,1.0,12,167.0
50.0,-0.06249999999999999,12,2.17,0.27125,14.43686859311901,6,101.0,0.09709413150861762,1,5.0,0.12505133996871853,0,0.0,0.3321069783366583,1,37.0,0.009586183149624814,0,0.0,0.6392728022021414,0,0.0,0.9238582918661776,4,74.0,0.22397416309749796,0,0.0,1.0,12,217.0
