step_time,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
250.0,44,9.370000000000001,1.1712500000000001,10.165560160217325,2,12.0,0.17996417183196342,6,148.0,0.1148351592358112,7,131.0,0.06007055628105405,4,104.0,0.24893366569332764,11,285.0,0.03188160470796712,7,141.0,0.07287214210753604,6,103.0,0.2583123706544796,1,13.0,0.6367701397156692,44,937.0
255.0,58,11.739999999999998,1.4674999999999998,9.866041257620813,3,23.0,0.0631809227966694,7,183.0,0.042218762499620185,9,157.0,0.04724425503787214,4,114.0,0.17796943331794074,15,354.0,0.0196519597113923,13,192.0,0.06793926085846337,6,133.0,0.15999855623569562,1,18.0,0.6238429452136324,58,1174.0
260.0,70,12.74,1.5925,9.531799371230216,4,41.0,0.08984267443571636,10,117.0,0.08953307271055551,11,237.0,0.04264389708781398,4,126.0,0.1602744182344353,11,281.0,0.022175852993967907,21,281.0,0.02662821980080922,8,168.0,0.11362623226555778,1,23.0,0.3552805019614121,70,1274.0
265.0,74,15.7,1.9625,8.972179483156024,5,64.0,0.10616917138271124,9,172.0,0.11693488443276075,12,273.0,0.0730600422166477,4,146.0,0.19773956972942028,4,268.0,0.04801562649942943,29,404.0,0.016646117099759897,8,209.0,0.1573813461343324,3,34.0,0.08715379647930488,74,1570.0
270.0,81,17.130000000000003,2.14125,8.40525139824931,6,93.0,0.015957133125459433,11,175.0,0.06842193158886146,13,332.0,0.02609400844578153,4,166.0,0.20832159819256343,1,205.0,0.08628732532056523,33,438.0,0.016334420511608022,9,253.0,0.13367059511868032,4,51.0,0.10280264690236048,81,1713.0
275.0,81,18.55,2.31875,8.173038365613218,7,126.0,0.07981444784465204,15,239.0,0.08046643828485146,13,397.0,0.06512169181730808,2,97.0,0.1197454379778524,0,110.0,0.16130244032210073,35,586.0,0.01049316933060825,9,293.0,0.14292956148118627,0,7.0,0.1816613359613628,81,1855.0
280.0,85,22.389999999999997,2.79875,7.430023455299776,8,163.0,0.013216198896071155,16,313.0,0.056601987386117304,13,471.0,0.10397013140261094,1,102.0,0.09018605300072292,0,80.0,0.29268471878669333,38,770.0,0.0013800124936427212,9,338.0,0.13701344728571457,0,2.0,0.33594174526373805,85,2239.0
285.0,92,26.3,3.2874999999999996,6.499128895089658,10,207.0,0.017806048659374588,17,397.0,0.06335972452247554,14,578.0,0.07527219500818513,2,76.0,0.048415631046952,0,27.0,0.31618269052818776,40,967.0,0.019871404980048746,9,378.0,0.08744226288814032,0,0.0,0.9479157324279853,92,2630.0
290.0,97,30.59,3.8237500000000004,5.833111650513136,10,256.0,0.040211405876195275,18,488.0,0.05683862637905343,16,695.0,0.060864163866462144,4,91.0,0.0159303993411638,0,27.0,0.11445493539386416,41,1171.0,2.3734634078707593e-05,8,331.0,0.10913748189775162,0,0.0,0.9631544398252772,97,3059.0
295.0,104,33.980000000000004,4.2475000000000005,5.195971764402485,5,184.0,0.02417710065695502,19,530.0,0.04900113273873102,20,781.0,0.03825365254947289,9,126.0,0.012993752946853749,1,26.0,0.21490214435214852,41,1376.0,2.5686281669493356e-06,9,375.0,0.06972754653915626,0,0.0,1.0,104,3398.0
