step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,14.519414409892505,0,0.0,0.48505089353877767,0,0.0,0.5099371212018613,0,0.0,1.0,0,0.0,0.3245251725828124,0,0.0,1.0,0,0.0,0.45569615216235,0,0.0,0.8391965620543254,0,0.0,1.0,0,0.0
10.0,0.0,0,0.0,0.0,14.414319326778358,0,0.0,0.36390054650733056,0,0.0,0.17107182883984925,0,0.0,1.0,0,0.0,0.08810438676796448,0,0.0,1.0,0,0.0,0.2558992370316084,0,0.0,0.5777927363937319,0,0.0,1.0,0,0.0
15.0,-0.0025,0,0.02,0.0025,14.51468979953903,0,1.0,0.13100263172195253,0,0.0,0.7652023275493773,0,0.0,0.6212777020255434,0,1.0,0.027531960200679356,0,0.0,1.0,0,0.0,1.0,0,0.0,0.254002179059881,0,0.0,1.0,0,2.0
20.0,-0.015,3,0.14,0.0175,15.196127870668036,1,6.0,0.17829586844684442,0,0.0,0.4492347362605232,0,0.0,0.28564579932104694,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.22915380793518716,0,0.0,1.0,3,14.0
25.0,-0.025,4,0.33999999999999997,0.042499999999999996,15.603277829008741,1,12.0,0.2142549089363171,0,0.0,0.13219925806593635,0,0.0,0.32106689370871805,1,10.0,0.0,0,0.0,1.0,0,0.0,1.0,2,12.0,0.28955431930675335,0,0.0,1.0,4,34.0
30.0,-0.02,4,0.5,0.0625,15.728150829600049,2,21.0,0.06728082550987066,0,0.0,0.5863316963432441,0,0.0,0.24334780435640901,1,15.0,0.4601354325111363,0,0.0,1.0,0,0.0,0.4792854246784456,1,14.0,0.2340702476265611,0,0.0,1.0,4,50.0
35.0,-0.035,6,0.78,0.0975,15.738744908702335,3,35.0,0.17984032025147742,0,0.0,0.4953595933653473,0,0.0,0.3829151393084519,1,20.0,0.0,0,0.0,1.0,0,0.0,0.06384944950001083,2,23.0,0.3295111671322632,0,0.0,1.0,6,78.0
40.0,-0.045,8,1.1400000000000001,0.14250000000000002,15.810853689763858,4,52.0,0.045689368405501696,0,0.0,0.11408697363001424,0,0.0,0.6462185673816162,1,25.0,0.447942923059977,0,0.0,0.9828400565573545,0,0.0,0.9999999992732068,3,37.0,0.24205328125686554,0,0.0,1.0,8,114.0
45.0,-0.055,11,1.58,0.1975,15.032899414056608,6,74.0,0.03321017144991821,0,1.0,0.2916320152543491,0,0.0,0.2776809121762671,1,30.0,0.5566752825510188,0,0.0,0.7338092346984282,0,0.0,0.7328928354252642,4,53.0,0.12160520830520262,0,0.0,1.0,11,158.0
50.0,-0.07125,12,2.15,0.26875,14.704696523002063,6,101.0,0.09625453297491582,1,5.0,0.10577773777778604,0,0.0,0.44546754629395857,1,36.0,0.31224959760562415,0,0.0,0.6986292218479649,0,0.0,0.6591953123514901,4,73.0,0.19429309192908484,0,0.0,1.0,12,215.0
55.0,0.0062500000000000056,11,2.0999999999999996,0.26249999999999996,14.44399770287288,3,57.0,0.04101847436561291,1,10.0,0.020236515744093214,0,0.0,0.9443347970872433,2,45.0,0.33122629209522025,0,0.0,0.5333940403494924,0,0.0,0.8011901123492983,5,98.0,0.11455418780029336,0,0.0,1.0,11,210.0
60.0,0.041249999999999995,9,1.77,0.22125,13.477654330024032,2,36.0,0.11731754353449508,1,16.0,0.16013101306293612,0,0.0,0.9560307113854208,0,0.0,0.23028688548927967,0,0.0,0.4911648044620646,0,0.0,0.7228236766766768,6,125.0,0.1151246183846506,0,0.0,1.0,9,177.0
65.0,-0.033750000000000016,10,2.04,0.255,12.72178286825308,1,20.0,0.37357647812437106,2,25.0,0.02615712178487393,0,0.0,0.9924880815037622,0,0.0,0.1427507016044984,0,0.0,0.33649992296939313,0,0.0,0.4962427463791927,7,159.0,0.2125854338987981,0,0.0,1.0,10,204.0
70.0,-0.06624999999999998,12,2.57,0.32125,12.629505839311182,1,23.0,0.16241511571381698,3,40.0,0.14980426703688374,0,0.0,1.0,1,2.0,0.06830824746159186,0,0.0,0.33427527885577296,0,0.0,0.6200992857930147,7,192.0,0.1505923986623496,0,0.0,1.0,12,257.0
75.0,-0.08875000000000001,16,3.2800000000000002,0.41000000000000003,12.54700808003186,2,33.0,0.37914401041340606,3,55.0,0.08242013195384264,0,0.0,0.9801638335729995,3,11.0,0.03939797598266114,0,0.0,0.555232463989253,0,0.0,0.5154376603855572,8,229.0,0.08290409762163108,0,0.0,1.0,16,328.0
80.0,0.052500000000000026,15,2.86,0.3575,12.66501561094824,2,43.0,0.0,3,70.0,0.02941031704805493,0,0.0,0.9972734736852172,5,31.0,0.08985079398135076,0,0.0,0.5477096677079916,0,3.0,0.4786344511621124,5,139.0,0.04193889232346102,0,0.0,1.0,15,286.0
85.0,0.019999999999999976,14,2.7,0.3375,12.64039420509521,2,50.0,0.3310270167328973,3,85.0,0.14003513891684607,0,0.0,1.0,8,62.0,0.03032353708028455,0,0.0,0.16245511258246614,1,7.0,0.418789821037243,0,66.0,0.12852804340636384,0,0.0,0.9624114658464624,14,270.0
90.0,0.048749999999999995,15,2.31,0.28875,12.294430454675162,2,60.0,0.23833616644065983,2,36.0,0.04524997010308038,0,2.0,0.44797444739488634,9,104.0,0.013024498092120628,0,0.0,0.6337469950902876,1,12.0,0.09005998348239268,1,17.0,0.30977096316350494,0,0.0,0.9011649137506559,15,231.0
95.0,-0.095,18,3.0700000000000003,0.38375,11.943735228396463,2,70.0,0.179493491990144,3,44.0,0.09949245645937294,0,2.0,0.20639677227133332,11,159.0,0.002254753041321543,0,0.0,0.34640596078985497,1,18.0,0.021107570536767206,1,12.0,0.38464398335813416,0,2.0,0.9934152489002797,18,307.0
100.0,-0.008749999999999987,13,3.1400000000000006,0.39250000000000007,11.751938046832652,2,80.0,0.13674705904808446,3,57.0,0.17518201277317055,0,0.0,0.24280603294361464,3,124.0,0.03585360217720842,0,0.0,0.19151824263645115,3,29.0,0.032093119133737164,2,18.0,0.3394907539199782,0,6.0,0.9932542023653039,13,314.0
105.0,0.004999999999999994,14,3.0999999999999996,0.38749999999999996,11.230351383558249,4,93.0,0.16174183613212645,3,72.0,0.15052103030378833,1,2.0,0.28502535608600976,1,71.0,0.09730669635697264,0,0.0,0.23550461364500705,3,42.0,0.07412831561423332,2,26.0,0.336316971380737,0,4.0,0.9979961040859162,14,310.0
110.0,-0.04125000000000001,18,3.4299999999999997,0.42874999999999996,11.020271127422548,4,111.0,0.05851308579023765,5,93.0,0.09710149460354478,2,8.0,0.2992721410546168,1,36.0,0.18613589953391602,0,0.0,0.0650961777402417,4,59.0,0.012063989247122667,2,36.0,0.18960537408901196,0,0.0,1.0,18,343.0
115.0,-0.016250000000000007,20,3.56,0.445,10.541492639016822,5,133.0,0.14965044559531232,4,64.0,0.1758426715655911,2,21.0,0.3188545610002433,1,40.0,0.10457661800598778,0,0.0,0.7459181486739515,4,46.0,0.04059443503598126,4,52.0,0.16492110818399716,0,0.0,1.0,20,356.0
120.0,-0.10874999999999999,24,4.43,0.55375,10.069532554732904,6,159.0,0.040438847363207735,3,76.0,0.08612773366906092,5,42.0,0.2585885305337543,1,29.0,0.13839977991931154,0,0.0,0.14541647720299097,5,65.0,0.11474189884168849,4,72.0,0.15702548638074862,0,0.0,1.0,24,443.0
125.0,0.041249999999999995,25,4.1,0.5125,10.237213042865966,4,57.0,0.1125335873166649,5,69.0,0.11986201235158245,6,71.0,0.13835336394096448,1,31.0,0.15945457270478386,0,0.0,1.0,5,90.0,0.22307985077696246,4,92.0,0.30372394705979844,0,0.0,1.0,25,410.0
130.0,-0.13125,31,5.1499999999999995,0.64375,9.549383568868048,4,61.0,0.12320909905301233,10,106.0,0.05979935147300175,7,84.0,0.12234176413158258,1,36.0,0.2789255496224081,0,1.0,0.9464074919058232,5,115.0,0.12724109516185061,4,112.0,0.21870811777668275,0,0.0,0.8951524916729341,31,515.0
135.0,-0.22875,37,6.98,0.8725,8.604458896381633,5,86.0,0.017875156458384205,11,161.0,0.019846284173213335,8,125.0,0.021364112411461387,1,41.0,0.26369528383884794,0,0.0,1.0,8,152.0,0.09462943505236754,4,133.0,0.10898812686839214,0,0.0,0.6863060321737489,37,698.0
140.0,-0.26125,51,9.07,1.13375,7.875589146640422,6,116.0,0.0731158206955948,16,232.0,0.04998777222740633,10,173.0,0.04170172538894858,1,46.0,0.23959703743690933,0,0.0,1.0,13,182.0,0.06279164008153326,5,158.0,0.08835908083135838,0,0.0,0.2418935393145523,51,907.0
145.0,-0.37,64,12.029999999999998,1.50375,7.346004396349873,7,150.0,0.08714690634575556,21,328.0,0.006227659791680601,12,231.0,0.07714843137542342,1,52.0,0.2352935091773893,0,0.0,1.0,16,254.0,0.03767020662015821,7,188.0,0.14048713147751593,0,0.0,0.04126078046707011,64,1203.0
150.0,-0.45750000000000013,79,15.690000000000001,1.9612500000000002,6.8028172890435386,8,187.0,0.030614007833805596,24,440.0,0.00031975825104165937,14,299.0,0.0029726050417644674,2,61.0,0.10335295982981667,0,0.0,1.0,23,356.0,0.02789328322229473,8,225.0,0.07285336367859487,0,1.0,0.014738983537999628,79,1569.0
155.0,-0.2899999999999998,78,18.009999999999998,2.2512499999999998,6.587906059292108,8,227.0,0.08161680472392302,24,560.0,0.01933321584836603,5,184.0,0.09967745815887258,2,71.0,0.18582589539664707,0,0.0,0.3344916948475461,30,489.0,0.010897368221437642,8,264.0,0.17804268318528282,1,6.0,0.0,78,1801.0
160.0,-0.3125000000000001,84,20.51,2.5637499999999998,6.312942654753717,10,271.0,0.007591274412301224,24,680.0,0.006367204737277904,6,133.0,0.09004415234224965,2,81.0,0.29120879975387326,0,0.0,0.08538075340663995,34,648.0,0.002434528299761882,7,227.0,0.12662487631775057,1,11.0,0.0,84,2051.0
165.0,-0.44499999999999995,89,24.07,3.00875,5.836999952051304,11,322.0,0.005483684137781106,24,800.0,0.01781454500665828,6,138.0,0.1477119667908904,2,91.0,0.12633758155837338,0,0.0,0.43827666938241233,40,834.0,0.0006891840540793031,5,206.0,0.13137642591753843,1,16.0,0.0,89,2407.0
170.0,-0.44624999999999987,92,27.64,3.455,5.431471518805814,12,378.0,0.04155083530781903,24,920.0,0.018327850668994748,6,168.0,0.03010086824337545,0,0.0,0.2672279337961816,0,0.0,0.27361314026904743,42,1041.0,0.02944234067305862,7,236.0,0.146239709194136,1,21.0,0.0,92,2764.0
175.0,0.0999999999999997,78,26.84,3.3550000000000004,5.444813115887737,4,252.0,0.046058016562246694,24,1040.0,0.0073609767926167136,6,198.0,0.08815258114120025,0,0.0,0.0573038140656247,0,0.0,0.16857620306544044,36,896.0,0.013959086631662156,7,272.0,0.07346539524072969,1,26.0,0.0,78,2684.0
180.0,0.5412500000000002,49,22.509999999999998,2.8137499999999998,5.909411919313475,2,138.0,0.1132639011286227,13,779.0,0.0378570634423212,6,228.0,0.12542631303495227,1,5.0,0.04388215655836011,0,0.0,0.24796278151363807,18,782.0,0.023325300474619663,8,288.0,0.06473368154132687,1,31.0,0.0,49,2251.0
185.0,0.42,33,19.15,2.39375,6.939795292166934,2,92.0,0.1974402519356937,3,543.0,0.07457204650649997,6,258.0,0.06823161065299062,5,23.0,0.033110373991736525,0,12.0,0.543022145625771,9,661.0,0.07158283381585377,8,326.0,0.1889557593988909,0,0.0,1.0,33,1915.0
190.0,0.36125,26,16.26,2.0324999999999998,8.023838447507783,1,47.0,0.32887067314420154,1,369.0,0.1047142895335921,7,289.0,0.08563348821216349,7,52.0,0.00840007990347054,0,0.0,0.5242065952952365,2,501.0,0.1038272337935873,8,368.0,0.1547073298495007,0,0.0,1.0,26,1626.0
195.0,0.26749999999999996,33,14.12,1.765,8.759351617927404,2,32.0,0.3067057226522781,2,160.0,0.17669296758298847,7,324.0,0.029951392039977907,11,94.0,0.0009241436702272453,0,0.0,0.5322473208211105,2,393.0,0.15166094879865666,9,409.0,0.0749975219606183,0,0.0,1.0,33,1412.0
200.0,0.02000000000000003,34,13.959999999999999,1.745,9.280162213950591,2,42.0,0.032826211834847754,3,151.0,0.21433162532102537,7,359.0,0.07729589203359602,11,149.0,9.020083981312158e-05,0,0.0,0.4393211979211468,2,337.0,0.1994458102614278,9,358.0,0.053897171959068575,0,0.0,1.0,34,1396.0
205.0,0.16375,32,12.65,1.58125,9.838016068845329,3,51.0,0.15808565386259682,3,97.0,0.1582348642410267,4,259.0,0.13163743908953918,11,216.0,0.058889210850510354,1,4.0,0.2874426783257213,2,323.0,0.2259499028956703,8,315.0,0.09638200097482935,0,0.0,1.0,32,1265.0
210.0,0.14499999999999996,20,11.489999999999998,1.43625,10.363537337472701,2,62.0,0.17688475787073313,3,95.0,0.08674887904071846,4,269.0,0.20212943195100055,0,155.0,0.0830529946642472,1,10.0,0.2657048105670382,3,272.0,0.26101069660487436,7,286.0,0.13082246711151918,0,0.0,1.0,20,1149.0
215.0,0.13374999999999998,27,10.420000000000002,1.3025000000000002,10.55611117142098,2,69.0,0.1704982542280926,3,60.0,0.014801939406337098,5,294.0,0.09578784830866084,2,73.0,0.07045656018305743,4,25.0,0.23387625882193483,3,247.0,0.28350972559972026,8,274.0,0.16131298821244738,0,0.0,1.0,27,1042.0
