Wall time,Step,Value
1700891346.1268413,84224,-872.869140625
1700891900.854066,96256,-1064.1368408203125
1700894441.6074264,156416,-1349.7537841796875
1700895213.6457849,192512,-1012.3153076171875
1700896454.877845,204544,-1012.3153076171875
1700899363.5881417,240640,-1493.5052490234375
1700899926.110511,252672,-1493.5052490234375
1700900295.5961025,264704,-1518.3050537109375
1700903943.0930076,312832,-1550.40869140625
1700911487.1991928,457216,-1810.809814453125
1700913871.7105029,505344,-1836.8095703125
1700915560.4454443,529408,-1964.22802734375
1700916718.18063,553472,-2006.32373046875
1700917009.6101575,565504,-1950.5328369140625
1700918983.465675,589568,-2060.942626953125
1700921066.959697,613632,-2183.152099609375
1700924504.3520968,661760,-2268.483642578125
1700924945.0350885,673792,-2268.483642578125
1700925347.8327422,685824,-2265.598876953125
1700925699.226051,697856,-2265.598876953125
1700926150.845731,709888,-2214.9736328125
1700929395.2800808,782080,-2188.1669921875
1700930799.1072783,806144,-2240.051513671875
1700931877.3229904,818176,-2300.5048828125
1700932298.9985826,830208,-2300.5048828125
1700932540.6308825,842240,-2236.60205078125
1700934857.7714365,878336,-2249.50537109375
1700936010.1871986,890368,-2378.721923828125
1700936481.2821264,902400,-2378.721923828125
1700936908.2290037,914432,-2375.882568359375
1700939948.5780847,974592,-2345.071533203125
1700942676.1110418,1034752,-2299.846435546875
1700945589.5279481,1070848,-2356.337890625
1700946113.096263,1082880,-2346.293212890625
1700951789.3452833,1155072,-2433.28564453125
1700957850.9329185,1251328,-2678.962890625
1700959398.893291,1287424,-2750.4365234375
1700959967.0831716,1299456,-2750.4365234375
1700964448.8659418,1383680,-2894.714599609375
1700968901.825239,1419776,-2946.826904296875
1700970652.5907512,1443840,-3003.18115234375
1700977072.3357735,1528064,-2936.451416015625
1700978632.9158032,1540096,-2936.451416015625
1700981342.2210972,1576192,-2991.257080078125
1700983261.372575,1588224,-3031.7236328125
1700989440.7936406,1672448,-3047.9267578125
1700990567.6547108,1696512,-2963.96875
1700992579.4168518,1720576,-2905.381103515625
1700993967.4905818,1732608,-2994.2509765625
1700994904.5492861,1744640,-2994.2509765625
1701000017.6930294,1828864,-2893.1982421875
1701004045.7029278,1889024,-2965.119140625
1701005306.3958266,1913088,-3010.1044921875
1701006015.9839323,1925120,-2998.661376953125
1701009364.0063183,1973248,-3033.644775390625
1701012463.4968433,2009344,-3195.740234375
1701013950.6673977,2033408,-3231.090576171875
1701014770.9186335,2045440,-3231.090576171875
1701017092.6526008,2081536,-3209.993408203125
1701021848.5201766,2153728,-3242.75390625
1701023233.3859322,2165760,-3242.75390625
1701025279.049859,2189824,-3347.92041015625
1701027979.9652727,2225920,-3487.1142578125
1701030026.1984096,2249984,-3545.00390625
1701030871.1106935,2262016,-3545.00390625
1701032989.3564804,2286080,-3522.563720703125
1701035104.4628634,2310144,-3571.67138671875
1701035679.6997151,2322176,-3546.953857421875
1701040769.430702,2406400,-3437.95556640625
1701049039.1928551,2502656,-3497.2431640625
1701050535.4725535,2514688,-3497.2431640625
1701051659.2119753,2526720,-3625.514892578125
1701055099.7276547,2574848,-3584.736328125
1701064316.4328249,2695168,-3846.95166015625
1701065563.3487508,2707200,-3846.95166015625
1701066864.207512,2731264,-3916.253662109375
1701070276.8215652,2779392,-3949.314453125
1701073756.4260633,2815488,-4000.20556640625
1701074560.3981502,2827520,-4039.982421875
1701075325.9675853,2839552,-4039.982421875
1701077041.7406576,2875648,-4169.6708984375
1701083351.294419,2995968,-4258.74755859375
1701084243.3636863,3020032,-4218.44921875
1701087986.8248603,3092224,-4330.39013671875
1701089372.5407012,3128320,-4247.40087890625
1701090006.6272051,3152384,-4126.29833984375
1701090447.8421392,3164416,-4126.29833984375
1701091203.84569,3188480,-4047.793212890625
1701092827.0442991,3236608,-3921.31787109375
1701095101.847205,3284736,-3907.3603515625
1701096633.1718154,3308800,-3990.09716796875
1701098862.0860631,3368960,-3778.898193359375
1701101280.8020437,3441152,-3657.369384765625
1701104588.5204148,3525376,-3529.270263671875
1701105062.1038165,3537408,-3529.270263671875
1701108561.9466166,3597568,-3665.6171875
1701109037.3079765,3609600,-3665.6171875
1701110163.1142418,3645696,-3645.363525390625
1701110685.3410623,3657728,-3645.363525390625
1701110946.4306338,3669760,-3560.01123046875
1701112556.4427147,3717888,-3422.400634765625
1701113459.9121604,3729920,-3422.400634765625
1701114536.9124422,3753984,-3464.077392578125
1701115897.433321,3790080,-3364.883544921875
1701117818.200329,3850240,-3216.37939453125
1701118322.0925214,3862272,-3177.843994140625
1701119277.9433064,3874304,-3177.843994140625
1701120586.6000576,3898368,-3222.353759765625
1701121865.3774538,3934464,-3205.0107421875
1701122190.1156857,3946496,-3201.316162109375
1701122743.618301,3958528,-3201.316162109375
1701124458.3003967,3994624,-3209.805908203125
1701128870.507517,4102912,-3125.575439453125
1701129503.467791,4126976,-3051.428466796875
1701131175.5623152,4163072,-3025.698974609375
1701131567.2825565,4175104,-3025.698974609375
1701132583.9982376,4199168,-2994.2099609375
1701133014.4789276,4211200,-2978.784423828125
1701135798.695215,4271360,-3013.73876953125
1701136233.8396432,4283392,-3045.8203125
1701139620.0792818,4355584,-3273.912841796875
1701140580.9989934,4391680,-3340.477783203125
1701144096.9481194,4439808,-3592.104248046875
1701145753.295939,4487936,-3444.993408203125
1701146381.2361531,4512000,-3420.502685546875
1701148141.7684484,4560128,-3462.58251953125
1701148497.4348142,4572160,-3462.58251953125
1701148806.098809,4584192,-3471.157958984375
1701149701.1512306,4608256,-3460.2861328125
1701152139.0805762,4668416,-3470.111083984375
1701152711.5854511,4680448,-3532.783935546875
1701155345.0194483,4728576,-3612.697021484375
1701155729.4662828,4740608,-3552.652587890625
1701156333.2262368,4752640,-3552.652587890625
1701164808.3986173,4933120,-3558.328857421875
1701168352.8451293,5017344,-3635.26953125
1701168861.87922,5029376,-3632.904296875
