step_time,total_stopped,avg_wait_time,avg_speed
15,0,0.00125,16.269832072914927
20,0,0.01125,15.704322743828888
25,0,0.0287499999999999,14.92089252154262
30,1,0.055,13.913021717473889
35,1,0.09,12.86143639015578
40,2,0.13875,11.550266913811068
45,5,0.21875,9.87025506009094
50,4,0.28375,9.838005946511691
55,5,0.385,10.187008979305828
60,5,0.49875,11.0083393004957
65,6,0.62625,11.751515384182998
70,6,0.7625,12.020656751709751
75,7,0.8899999999999999,11.373735457963912
80,8,1.0625,10.465211249637209
85,10,1.25875,9.503904350025143
90,13,1.5,7.227203574570854
95,5,1.02625,7.668753485618541
100,5,0.6325000000000001,8.59817794203624
105,6,0.6549999999999999,9.517695603994529
110,7,0.6737500000000001,10.749098030352522
115,9,0.8275,11.11877647394371
120,9,0.97375,11.351716188666355
125,11,1.155,11.030625085968117
130,13,1.3725,10.623877465933326
135,18,1.64125,8.961790559288394
140,11,1.365,8.809521189950903
145,10,1.285,9.324555968308315
150,11,1.33875,9.858592534433114
155,12,1.46375,9.91970151079866
160,15,1.5825,9.65530256909477
165,17,1.81375,8.958777959991403
170,19,2.065,8.298086704232452
175,22,2.37625,7.7247741572689215
180,26,2.75125,6.577114132190852
185,21,1.87125,6.153516915114943
190,24,1.9125,5.5298489933547
195,30,2.26625,5.266993315725343
200,36,2.93375,4.6592179467082895
205,41,3.63375,4.262797606486273
210,47,4.3725,3.92992363365926
215,51,5.15125,3.684989822047272
220,53,5.915000000000001,3.647407875082919
225,55,6.616249999999999,3.0263881579575327
230,47,5.86375,3.41868766407972
235,47,6.03125,3.95374036253891
240,46,6.5075,4.491444511624944
245,46,6.984999999999999,4.879309975265944
250,46,7.460000000000001,5.106469573624232
255,47,8.221250000000001,4.799010172625095
260,48,8.85125,4.2626865741191935
265,50,9.45,3.8969808693476296
270,54,10.15625,3.118480241968559
275,35,8.743749999999999,3.640639496430173
280,26,6.855,4.565288894309411
285,27,5.422499999999999,5.856995320651757
290,29,4.335,6.924775171403185
295,29,4.0075,7.718474230908932
300,28,3.88125,8.181001054092103
