step_time,total_stopped,avg_wait_time,avg_speed
0,0,0.0,
1,0,0.0,16.541085330776223
2,0,0.0,16.204285380552392
3,0,0.0,15.850453843002299
4,0,0.0,16.633588839417577
5,0,0.0,16.25641406210176
6,0,0.0,16.252941377659205
7,0,0.0,16.58704978763553
8,0,0.0,16.345209760005744
9,0,0.0,15.49690613491164
10,0,0.0,16.211605917920764
11,0,0.0,16.472050492157948
12,1,0.00125,16.229854238288198
13,1,0.0025,16.657159842249047
14,1,0.00375,16.667442437372753
15,0,0.00375,16.688747785403464
16,2,0.00625,16.99443240074709
17,3,0.01,16.116472137937848
18,3,0.012499999999999999,15.23998635140041
19,4,0.017499999999999998,15.189612269503195
20,4,0.022500000000000003,14.684383377085016
21,1,0.01125,14.6930047109075
22,2,0.01375,15.11027086978189
23,2,0.01625,14.96228336222663
24,2,0.01875,14.841514810938921
25,2,0.021249999999999998,14.788421071468159
26,2,0.02375,14.637376154217876
27,2,0.026250000000000002,14.122022016219201
28,2,0.028749999999999998,14.097816946805077
29,2,0.03125,13.928903348023022
30,3,0.035,13.797320262932326
31,2,0.0375,13.994866733671778
32,3,0.041249999999999995,13.899872817889094
33,2,0.04375,13.838969320792254
34,3,0.0475,14.130412381382378
35,3,0.051250000000000004,14.239548412547427
36,4,0.05625000000000001,13.921521019819082
37,4,0.06125,13.887434665333007
38,4,0.06625,13.584933269859556
39,4,0.07125000000000001,13.352990613499593
40,7,0.08,13.628258684049525
41,5,0.02625,13.573016916681118
42,4,0.030000000000000002,13.651709042250259
43,5,0.036250000000000004,14.031796665856248
44,6,0.04375,13.95833424786434
45,5,0.05,13.929130671613198
46,6,0.05750000000000001,13.976844127498039
47,6,0.065,13.75944070876985
48,7,0.07375000000000001,13.503125331118321
49,7,0.0825,13.384540570118366
50,9,0.09375,13.1351238087215
51,6,0.08750000000000001,13.046535687372419
52,8,0.09625,12.94465502803339
53,8,0.10625000000000001,12.641331524017517
54,8,0.11624999999999999,12.350103581918528
55,9,0.1275,12.339616116368754
56,10,0.14,11.906987230230905
57,11,0.15375,11.419850092899381
58,11,0.16749999999999998,11.155643198052077
59,14,0.185,10.954512222867647
60,14,0.2025,10.45784332186221
61,13,0.12875,10.565634728242209
62,13,0.14375,10.353385342620243
63,13,0.16,10.174176435027201
64,12,0.175,10.485438681356776
65,12,0.18875,10.345524375593143
66,13,0.20375,10.146181072900918
67,18,0.22375,10.248342139086267
68,17,0.24375,10.049233623734533
69,17,0.25625,10.136790509485564
70,18,0.2775,10.032034772308876
71,13,0.18,10.005284169811153
72,9,0.1875,9.960322397089588
73,8,0.19625,10.272537670518837
74,7,0.2025,10.436964855553333
75,7,0.1825,10.367811407473248
76,9,0.1925,10.243558014303492
77,12,0.20625,10.015622215832144
78,11,0.22,9.826744765920887
79,13,0.235,9.85509650577888
80,12,0.24874999999999997,9.674164193559719
81,11,0.23125,9.67681922331568
82,14,0.2475,9.828805999651708
83,13,0.2625,9.764522077612936
84,16,0.28125,9.833621718881544
85,19,0.30375,9.910498273905715
86,19,0.32625000000000004,9.803015929922749
87,23,0.35250000000000004,9.627956489061997
88,20,0.3775,9.791532296942346
89,26,0.40875,9.63919422442082
90,26,0.44,9.520292134083709
91,21,0.36750000000000005,9.807921988509653
92,20,0.39,9.851328241449286
93,22,0.41625,9.891599015854633
94,24,0.445,9.930402569152449
95,23,0.46125,9.873000015026335
96,24,0.49,9.666201016658139
97,25,0.52,9.727057420671557
98,24,0.5487500000000001,9.667369523015877
99,27,0.58875,9.436412526489981
100,26,0.62,9.5384502380996
101,20,0.46624999999999994,9.575858881928845
102,18,0.4875,9.606747751064727
103,18,0.50875,9.861200212810711
104,17,0.5287499999999999,9.908705660486497
105,18,0.53875,10.013391561378903
106,18,0.56,9.993775797327839
107,22,0.5874999999999999,9.779801554207609
108,21,0.6125,9.720344910758389
109,26,0.64375,9.64923697006847
110,24,0.6725000000000001,9.42753152697859
111,26,0.6025,9.216826183973035
112,24,0.6287499999999999,9.27358861225096
113,25,0.65625,9.021790683147655
114,25,0.68125,8.794737728639717
115,29,0.71,8.658895368115212
116,32,0.7437499999999999,8.266864211353784
117,34,0.7849999999999999,8.053201662709176
118,32,0.83125,7.769178326672369
119,36,0.8724999999999999,7.43003046655108
120,35,0.91,7.220358676457956
121,32,0.7424999999999999,7.359255999421301
122,28,0.7725,7.211550897530981
123,29,0.8087500000000001,7.1079904036617245
124,30,0.84625,7.2119362292238405
125,31,0.885,7.229858155218665
126,33,0.92625,6.844508590410294
127,38,0.9725,6.857804364187827
128,38,1.0175,6.657782540368539
129,42,1.06875,6.404094804490099
130,42,1.1212499999999999,6.340585962668598
131,45,1.08125,6.264316339569931
132,47,1.13375,6.324469953630417
133,44,1.1825,6.485950441116143
134,45,1.23,6.367581089112023
135,49,1.2599999999999998,6.270804656992018
136,46,1.31,6.350503551609542
137,49,1.36375,6.302213527908351
138,45,1.43625,6.0658958214045615
139,51,1.4949999999999999,6.007643024984299
140,50,1.55,5.859567760371965
141,41,1.2262499999999998,6.076322479677266
142,34,1.26125,6.419072532167438
143,32,1.28125,6.577871738213999
144,28,1.30875,6.7812233181262265
145,32,1.17375,7.1104204834631926
146,28,1.205,7.355412649474637
147,32,1.1687500000000002,7.458918049570943
148,30,1.205,7.667135151507548
149,36,1.2449999999999999,7.645444167691319
150,33,1.2774999999999999,7.756426411088032
151,25,1.13625,8.105986454715568
152,24,1.15375,8.11766290571385
153,26,1.15,8.138129710313645
154,27,1.17625,8.233202940603139
155,31,1.2062499999999998,8.161026973586718
