t,wt,ql,sd,b3c3_sd
2300.0,308.75,0.125,7.381513634867591,13.89
2305.0,310.0,0.125,8.896727329795945,13.89
2310.0,311.25,0.125,8.958695293476904,13.89
2315.0,306.2857142857143,0.125,8.734854429030545,13.89
2320.0,307.7142857142857,0.125,8.816479123731296,13.89
2325.0,319.75,0.0,9.2469167220689,13.89
2330.0,319.75,0.0,10.597548835936383,13.89
2335.0,283.5,0.0,11.170107114239686,13.89
2340.0,283.5,0.0,10.957042456075174,13.89
2345.0,283.5,0.0,11.583998711948839,13.89
2350.0,283.5,0.0,12.131280596013271,13.89
2355.0,0.0,0.0,-1.0,-1
2360.0,0.0,0.0,-1.0,-1
2365.0,0.0,0.0,-1.0,-1
2370.0,0.0,0.0,-1.0,-1
2375.0,0.0,0.0,-1.0,-1
2380.0,0.0,0.0,-1.0,-1
2385.0,0.0,0.0,-1.0,-1
2390.0,0.0,0.0,-1.0,-1
2395.0,0.0,0.0,-1.0,-1
2400.0,0.0,0.0,-1.0,-1
2405.0,0.0,0.0,-1.0,-1
