step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,gneJ0_stopped,gneJ0_accumulated_waiting_time,gneJ0_average_speed,gneJ6_stopped,gneJ6_accumulated_waiting_time,gneJ6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
3005.0,-0.32500000000000007,16,3.05,1.525,4.0357998060061515,6,127.0,0.2723411974016361,10,178.0,0.18820372399804594,16,305.0
3010.0,0.8899999999999999,7,1.27,0.635,3.559864634729576,3,34.0,0.07392102497350725,4,93.0,0.24436697965540413,7,127.0
3015.0,0.4050000000000001,3,0.45999999999999996,0.22999999999999998,7.010975013640573,2,15.0,0.27016977834309375,1,31.0,0.25401421292625787,3,46.0
3020.0,0.0049999999999999906,4,0.45,0.225,9.865968416884156,2,26.0,0.2732768905459554,2,19.0,0.6061231733855356,4,45.0
3025.0,-0.13999999999999999,5,0.73,0.365,9.511718361676623,3,44.0,0.5665539295929304,2,29.0,0.5034394321894305,5,73.0
3030.0,-0.20500000000000002,11,1.1400000000000001,0.5700000000000001,5.348452557650575,5,64.0,0.3657816462444115,6,50.0,0.24565171245157866,11,114.0
3035.0,-0.34500000000000003,17,1.83,0.915,3.311895259015797,6,91.0,0.22698333116190864,11,92.0,0.0036035939553640847,17,183.0
3040.0,-0.45999999999999996,20,2.75,1.375,2.891219654820046,8,125.0,0.10817219908208803,12,150.0,0.13491521859072889,20,275.0
3045.0,-0.5,20,3.75,1.875,2.719582160767488,8,165.0,0.06834481883923829,12,210.0,0.1816022687419439,20,375.0
3050.0,-0.5549999999999999,25,4.859999999999999,2.4299999999999997,2.3323925037075237,10,209.0,0.22181612594955374,15,277.0,0.00010083267363861219,25,486.0
3055.0,-0.635,26,6.13,3.065,2.443151548851767,11,261.0,0.1985392581375196,15,352.0,0.0,26,613.0
3060.0,1.915,2,2.3,1.15,5.166071263783938,1,53.0,0.18167373436208906,1,177.0,0.22139168760605482,2,230.0
3065.0,0.85,4,0.6,0.3,7.87649077180179,3,21.0,0.22324842807315343,1,39.0,0.27093806985301383,4,60.0
3070.0,0.05500000000000001,5,0.49,0.245,9.73013321681377,4,38.0,0.31944414864787385,1,11.0,0.6094086076006007,5,49.0
3075.0,-0.12499999999999997,5,0.74,0.37,10.550446408059674,4,58.0,0.32116006979911815,1,16.0,0.0,5,74.0
3080.0,-0.12000000000000002,5,0.98,0.49,9.32168776773399,4,77.0,0.3115349061687004,1,21.0,0.0,5,98.0
3085.0,-0.12499999999999999,5,1.23,0.615,7.312875947458247,4,97.0,0.17088714567062122,1,26.0,0.1141471983062312,5,123.0
3090.0,-0.145,6,1.52,0.76,7.7085358642454445,5,121.0,0.34932218736063086,1,31.0,0.6012959452552153,6,152.0
3095.0,-0.19500000000000003,10,1.9100000000000001,0.9550000000000001,3.6240528834115686,7,151.0,0.06417914093616406,3,40.0,0.33980647622817256,10,191.0
3100.0,-0.28500000000000003,12,2.48,1.24,3.619725497095865,7,186.0,0.12053128465874964,5,62.0,0.00048030553873502235,12,248.0
3105.0,0.9800000000000001,0,0.52,0.26,6.469495047580485,0,39.0,0.32321260511026445,0,13.0,0.6666807426002974,0,52.0
3110.0,0.255,1,0.01,0.005,8.973160140657535,0,0.0,0.8067832289511844,1,1.0,0.22166370450368247,1,1.0
3115.0,-0.065,3,0.14,0.07,9.083133757983449,0,0.0,0.591653988824077,3,14.0,0.38279389910705847,3,14.0
3120.0,-0.085,4,0.31,0.155,8.800818967939012,1,4.0,0.5291303885319899,3,27.0,0.2673424664721316,4,31.0
3125.0,-0.16999999999999998,6,0.65,0.325,7.222389419784492,2,13.0,0.43187694068689675,4,52.0,0.4069877832314588,6,65.0
3130.0,-0.225,10,1.1,0.55,5.56730515797456,4,31.0,0.27146999930892596,6,79.0,0.4044638214074176,10,110.0
3135.0,-0.355,17,1.81,0.905,4.049904443603181,7,62.0,0.11539530357536662,10,119.0,0.09490960842665933,17,181.0
3140.0,-0.425,17,2.66,1.33,5.17745746691813,7,97.0,0.26477267862388093,10,169.0,0.08349025828216582,17,266.0
3145.0,-0.42500000000000004,17,3.51,1.755,5.498566735637685,7,132.0,0.4122545402529685,10,219.0,0.21830280581100986,17,351.0
3150.0,0.85,11,1.81,0.905,4.421969630213582,5,79.0,0.357263078635257,6,102.0,0.2612910245095542,11,181.0
3155.0,0.7050000000000001,3,0.4,0.2,8.091402225907878,1,28.0,0.30522671402789014,2,12.0,0.24338042580488756,3,40.0
3160.0,-0.015,5,0.43000000000000005,0.21500000000000002,9.623813721581277,2,16.0,0.4078058042078327,3,27.0,0.6057362346936334,5,43.0
3165.0,-0.18,8,0.79,0.395,9.609187147487631,4,31.0,0.3573936709337518,4,48.0,0.5623034034515094,8,79.0
3170.0,-0.19000000000000003,11,1.17,0.585,7.905774031029852,5,50.0,0.25952680317692783,6,67.0,0.21107332353841177,11,117.0
3175.0,-0.29,12,1.75,0.875,4.994653381106836,5,75.0,0.24844704581528065,7,100.0,0.00015792086637114126,12,175.0
3180.0,-0.31500000000000006,13,2.38,1.19,5.279288645865735,6,103.0,0.23506630258081443,7,135.0,0.20783626666447183,13,238.0
3185.0,-0.32499999999999996,13,3.0300000000000002,1.5150000000000001,4.852774344217997,6,133.0,0.13920995146878476,7,170.0,0.27182188616583763,13,303.0
3190.0,-0.35499999999999987,15,3.7399999999999998,1.8699999999999999,5.53490615788944,6,163.0,0.24550349805930066,9,211.0,0.23959766383280456,15,374.0
3195.0,-0.39,16,4.52,2.26,4.782511724918244,6,193.0,0.3446362071136111,10,259.0,0.17624762597860674,16,452.0
3200.0,2.0149999999999997,1,0.49,0.245,5.729158260209804,0,24.0,0.46318141310773076,1,25.0,0.2835113822637597,1,49.0
3205.0,0.105,3,0.28,0.14,8.6396167227221,2,9.0,0.3037266260749852,1,19.0,0.23170885164422755,3,28.0
3210.0,-0.05500000000000001,5,0.39,0.195,10.12984903541878,3,20.0,0.49678511415385845,2,19.0,0.543665828587663,5,39.0
3215.0,-0.15999999999999998,7,0.71,0.355,8.557858973683691,5,41.0,0.36014240360842914,2,30.0,0.5883297306175858,7,71.0
3220.0,-0.28,13,1.27,0.635,5.644387687945748,7,73.0,0.2771576436067626,6,54.0,0.377581611797683,13,127.0
3225.0,-0.39499999999999996,18,2.06,1.03,4.705026321714131,9,114.0,0.15095494673066118,9,92.0,0.2925413554518059,18,206.0
3230.0,-0.49999999999999994,22,3.0599999999999996,1.5299999999999998,4.006488700434009,12,167.0,0.18575593018762368,10,139.0,0.20112756008932,22,306.0
3235.0,-0.5850000000000001,24,4.23,2.115,2.7466867036583746,12,227.0,0.07070038555335732,12,196.0,0.07205015890143963,24,423.0
3240.0,-0.655,27,5.54,2.77,2.3946222616101394,13,292.0,0.17123938066907654,14,262.0,0.0766652923367781,27,554.0
3245.0,0.9200000000000002,16,3.6999999999999997,1.8499999999999999,3.11383624504512,9,228.0,0.09350024171840196,7,142.0,0.15885699518617438,16,370.0
3250.0,0.9299999999999999,3,1.8399999999999999,0.9199999999999999,5.927306100271418,2,125.0,0.26850121004853245,1,59.0,0.254112564793415,3,184.0
3255.0,0.44,4,0.96,0.48,8.361574493372064,3,70.0,0.5041112833887961,1,26.0,0.32112850511310126,4,96.0
3260.0,0.255,4,0.44999999999999996,0.22499999999999998,8.866720688134393,2,29.0,0.3501336396339308,2,16.0,0.4124747543773307,4,45.0
3265.0,-0.08,7,0.61,0.305,9.262835970247487,4,31.0,0.3108275628234239,3,30.0,0.3918037606340684,7,61.0
3270.0,-0.17500000000000002,7,0.96,0.48,8.074312169685221,4,51.0,0.313799176405478,3,45.0,0.3558303948943745,7,96.0
3275.0,-0.18499999999999997,8,1.33,0.665,7.183082662631981,4,71.0,0.19869497457640348,4,62.0,0.19587305021640347,8,133.0
3280.0,-0.2,8,1.73,0.865,6.74455463279443,4,91.0,0.18289744474212427,4,82.0,0.40014432480499934,8,173.0
3285.0,-0.22000000000000008,9,2.17,1.085,6.9326021484035145,4,111.0,0.32369694503655744,5,106.0,0.3384018309589499,9,217.0
3290.0,-0.24,11,2.6500000000000004,1.3250000000000002,5.421220588610173,5,133.0,0.00018880604474879806,6,132.0,0.18918966438340232,11,265.0
3295.0,1.27,0,0.11,0.055,9.108716840991935,0,0.0,1.0,0,11.0,0.5430199955361925,0,11.0
3300.0,0.055,0,0.0,0.0,11.2807741963069,0,0.0,0.9457361321132456,0,0.0,0.6574764778879026,0,0.0
3305.0,-0.01,0,0.02,0.01,12.174566060790385,0,1.0,0.9585547559164945,0,1.0,0.9136755126835275,0,2.0
3310.0,-0.005,0,0.03,0.015,10.654039644415002,0,2.0,0.7816492317033252,0,1.0,0.796699001512409,0,3.0
3315.0,-0.07,5,0.16999999999999998,0.08499999999999999,7.8798435446050075,3,9.0,0.37641788183389,2,8.0,0.31600089696560557,5,17.0
3320.0,-0.165,8,0.5,0.25,7.486800888406761,6,32.0,0.21704442054510154,2,18.0,0.624123617591385,8,50.0
3325.0,-0.23500000000000001,11,0.97,0.485,5.592977011444618,8,68.0,0.2642097424201927,3,29.0,0.24986369850532372,11,97.0
3330.0,-0.31000000000000005,14,1.59,0.795,3.9617923352525652,9,108.0,0.13134277944992898,5,51.0,0.0003248369724148437,14,159.0
3335.0,-0.38,16,2.35,1.175,4.202187130646973,11,159.0,0.2483291216809804,5,76.0,0.16124706818227377,16,235.0
3340.0,0.685,2,0.98,0.49,4.782337646668286,2,74.0,0.22088228706951943,0,24.0,0.393826433391813,2,98.0
3345.0,0.29,4,0.4,0.2,8.196817853300463,4,40.0,0.04579286637238087,0,0.0,0.7590560883497122,4,40.0
3350.0,-0.019999999999999983,5,0.44,0.22,9.195088712545102,5,42.0,0.15336360921173134,0,2.0,0.6852096062808805,5,44.0
3355.0,-0.15500000000000003,6,0.75,0.375,9.136809597146973,5,67.0,0.297444815067173,1,8.0,0.7675581921828126,6,75.0
3360.0,-0.135,7,1.02,0.51,7.995465195821799,5,92.0,0.2764273576226313,2,10.0,0.31331823294667455,7,102.0
3365.0,-0.235,11,1.49,0.745,7.31270284747826,8,126.0,0.05476650147528607,3,23.0,0.6348625538269468,11,149.0
3370.0,-0.29,12,2.07,1.035,5.916617488021164,9,169.0,0.23053403412093057,3,38.0,0.18282871965561562,12,207.0
3375.0,-0.32500000000000007,14,2.72,1.36,5.047618428489799,9,214.0,0.1807068062356957,5,58.0,0.24695537702170484,14,272.0
3380.0,-0.3699999999999999,15,3.46,1.73,5.717818996850112,9,259.0,0.0,6,87.0,0.18550539732160087,15,346.0
3385.0,0.94,7,1.58,0.79,6.240061266121832,4,110.0,0.27675716326766464,3,48.0,0.3407707318001074,7,158.0
3390.0,0.665,1,0.25,0.125,8.359820708479292,0,19.0,0.6364246498681618,1,6.0,0.576075336437846,1,25.0
3395.0,-0.065,3,0.38,0.19,8.64450294307927,1,21.0,0.39744616526519355,2,17.0,0.41433361861640783,3,38.0
3400.0,-0.075,6,0.53,0.265,7.843630803232893,4,21.0,0.19259190523139633,2,32.0,0.5791596023315441,6,53.0
3405.0,-0.16999999999999998,8,0.87,0.435,5.927958097745078,4,41.0,0.450983271194949,4,46.0,0.34750266954329917,8,87.0
3410.0,-0.20999999999999996,11,1.29,0.645,5.4804035604996315,5,57.0,0.2691539381761651,6,72.0,0.1043208758348617,11,129.0
3415.0,-0.355,15,2.0,1.0,3.042688568341871,7,86.0,0.013168025676905344,8,114.0,0.22887957967611128,15,200.0
3420.0,-0.3950000000000001,17,2.79,1.395,2.7622352380647794,7,121.0,0.19651742461853822,10,158.0,0.08642745337843011,17,279.0
3425.0,-0.43500000000000005,18,3.66,1.83,3.3211794032954125,8,158.0,1.4048752677585867e-05,10,208.0,0.136319288905802,18,366.0
3430.0,-0.45499999999999985,19,4.57,2.285,2.9173841012919524,8,198.0,0.12887255627872277,11,259.0,2.488903986196887e-05,19,457.0
3435.0,1.2349999999999999,3,2.1,1.05,5.816637865403401,1,87.0,0.4433447411726041,2,123.0,0.33196761744588005,3,210.0
3440.0,0.625,4,0.8500000000000001,0.42500000000000004,7.754363452346372,3,29.0,0.15981135455788475,1,56.0,0.4597708327498459,4,85.0
3445.0,0.24,3,0.37,0.185,10.111459083424062,2,20.0,0.4626929882972988,1,17.0,0.7091883008667779,3,37.0
3450.0,-0.08999999999999998,6,0.55,0.275,9.63360447010261,3,31.0,0.04291475153254219,3,24.0,0.24137659428525984,6,55.0
3455.0,-0.16,7,0.87,0.435,8.206390593320975,4,50.0,0.1772528127953183,3,37.0,0.0,7,87.0
3460.0,-0.185,8,1.24,0.62,5.154915145824623,5,72.0,0.16442063074764535,3,52.0,0.0,8,124.0
3465.0,-0.20500000000000002,9,1.65,0.825,4.440430317420004,6,98.0,0.07578929217905857,3,67.0,0.0,9,165.0
3470.0,-0.235,10,2.12,1.06,4.543331298034678,7,130.0,0.21605064114654526,3,82.0,0.24392294053794897,10,212.0
3475.0,-0.26499999999999996,11,2.65,1.325,5.310829188463637,7,165.0,0.3117878861597579,4,100.0,0.1937379432343377,11,265.0
3480.0,0.565,6,1.52,0.76,6.137742564016069,5,113.0,0.21996020992311854,1,39.0,0.6372678460316286,6,152.0
3485.0,0.33999999999999997,4,0.84,0.42,6.901079724488128,3,82.0,0.23113446390621972,1,2.0,0.5009056963230628,4,84.0
3490.0,0.019999999999999955,5,0.8,0.4,9.022295303149678,3,68.0,0.5270242589584221,2,12.0,4.593789207902201e-05,5,80.0
3495.0,-0.029999999999999985,5,0.86,0.43,7.736831660016539,3,64.0,0.4696540184884306,2,22.0,0.39877295056285345,5,86.0
3500.0,-0.10000000000000002,8,1.06,0.53,7.213635510870762,4,68.0,0.2650207070971996,4,38.0,0.4438405212287131,8,106.0
3505.0,-0.245,13,1.55,0.775,5.82992003079665,8,103.0,0.18671663944197658,5,52.0,0.27994035012592783,13,155.0
3510.0,-0.29,13,2.13,1.065,5.414841554092871,7,130.0,0.2753347875687549,6,83.0,0.3373617973687851,13,213.0
3515.0,-0.36999999999999994,17,2.87,1.435,4.125364936808436,8,170.0,0.14982833845496601,9,117.0,0.17812783313269814,17,287.0
3520.0,-0.4950000000000001,21,3.8600000000000003,1.9300000000000002,4.2591553751875,9,216.0,0.09506709510573033,12,170.0,0.23296096713469452,21,386.0
3525.0,-0.5299999999999999,21,4.92,2.46,2.6274187045183686,9,261.0,0.10763178201184932,12,231.0,0.1702948038873572,21,492.0
3530.0,1.6349999999999998,4,1.65,0.825,5.954341193718406,1,68.0,0.30179367686072517,3,97.0,0.22672831057632165,4,165.0
3535.0,0.5700000000000001,5,0.51,0.255,7.942710811809752,1,11.0,0.5338230026752465,4,40.0,0.27888057728187376,5,51.0
3540.0,-0.145,7,0.8,0.4,7.686870696677996,2,17.0,0.4844583347347939,5,63.0,0.31220055414352016,7,80.0
3545.0,-0.185,9,1.17,0.585,7.105017703702557,3,32.0,0.32278329132014927,6,85.0,0.12134181355139366,9,117.0
3550.0,-0.23499999999999996,10,1.64,0.82,7.807525877811347,3,47.0,0.3812396611197135,7,117.0,0.2017471379843152,10,164.0
3555.0,-0.26000000000000006,11,2.16,1.08,7.359653819536144,3,62.0,0.4671810889670404,8,154.0,0.11402708948725755,11,216.0
3560.0,-0.295,12,2.75,1.375,5.304802084847222,3,77.0,0.009480631059008308,9,198.0,0.13367335175907927,12,275.0
3565.0,-0.3650000000000001,16,3.4800000000000004,1.7400000000000002,3.9262849817845877,6,101.0,0.20137239795775658,10,247.0,1.5816520522817752e-06,16,348.0
3570.0,-0.39,16,4.26,2.13,4.627800289119389,6,129.0,0.21080397804980433,10,297.0,0.15641983879430277,16,426.0
3575.0,0.9200000000000002,4,2.42,1.21,4.958371653614218,2,74.0,0.08265051308236258,2,168.0,0.1665643592788581,4,242.0
3580.0,1.0150000000000001,3,0.39,0.195,8.624084648425498,2,20.0,0.15925327657212773,1,19.0,0.44126524700563596,3,39.0
3585.0,0.0050000000000000044,3,0.38,0.19,10.029154719992212,2,26.0,0.5616425581887625,1,12.0,0.732982277572145,3,38.0
3590.0,-0.075,3,0.53,0.265,9.471466322307645,2,36.0,0.45014966825673736,1,17.0,0.6878635102663088,3,53.0
3595.0,-0.14999999999999997,8,0.83,0.415,7.239478359706917,5,58.0,0.2743104028706443,3,25.0,0.47105149886590625,8,83.0
3600.0,-0.32000000000000006,17,1.4700000000000002,0.7350000000000001,3.123383827159398,7,91.0,0.29828575303740057,10,56.0,0.15586744247690973,17,147.0
3605.0,-0.425,19,2.3200000000000003,1.1600000000000001,3.276031691116296,7,121.0,0.24398263149738333,12,111.0,0.07520603400947826,19,232.0
3610.0,-0.5099999999999999,21,3.34,1.67,3.503240589422833,9,163.0,0.09931856203683648,12,171.0,0.017199549505955914,21,334.0
3615.0,-0.53,22,4.4,2.2,2.1904125298281296,9,208.0,0.09430125287616867,13,232.0,0.00042738587078298734,22,440.0
3620.0,0.845,13,2.71,1.355,2.120038964621226,4,95.0,0.003060381890991189,9,176.0,0.09205190164528596,13,271.0
3625.0,0.5750000000000001,0,1.5599999999999998,0.7799999999999999,6.302321011009607,0,42.0,0.2139509265794216,0,114.0,0.3986428497054213,0,156.0
3630.0,0.6,0,0.36,0.18,9.644694641343806,0,17.0,0.24954542122243975,0,19.0,0.42966456427814315,0,36.0
3635.0,0.16,0,0.04,0.02,11.470338924386224,0,0.0,1.0,0,4.0,0.9914830079000018,0,4.0
3640.0,0.02,0,0.0,0.0,11.55340362959533,0,0.0,1.0,0,0.0,1.0,0,0.0
3645.0,0.0,0,0.0,0.0,12.481275793193996,0,0.0,1.0,0,0.0,1.0,0,0.0
3650.0,0.0,0,0.0,0.0,11.814288965177022,0,0.0,1.0,0,0.0,1.0,0,0.0
3655.0,0.0,0,0.0,0.0,12.326227034640572,0,0.0,1.0,0,0.0,1.0,0,0.0
3660.0,0.0,0,0.0,0.0,,0,0.0,1.0,0,0.0,1.0,0,0.0
3665.0,0.0,0,0.0,0.0,,0,0.0,1.0,0,0.0,1.0,0,0.0
