step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,B5_stopped,B5_accumulated_waiting_time,B5_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,C5_stopped,C5_accumulated_waiting_time,C5_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,D5_stopped,D5_accumulated_waiting_time,D5_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,E5_stopped,E5_accumulated_waiting_time,E5_average_speed,F1_stopped,F1_accumulated_waiting_time,F1_average_speed,F2_stopped,F2_accumulated_waiting_time,F2_average_speed,F3_stopped,F3_accumulated_waiting_time,F3_average_speed,F4_stopped,F4_accumulated_waiting_time,F4_average_speed,F5_stopped,F5_accumulated_waiting_time,F5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,11.811613243781348,0,0.0,0.857024415795067,0,0.0,0.7636920659813546,0,0.0,0.8394654595862968,0,0.0,0.77168209434633,0,0.0,0.8656294525421564,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8568259234205834,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.857009166692656,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8408685990398034,0,0.0
10.0,0.0,0,0.0,0.0,13.652768565922791,0,0.0,0.9896491781405312,0,0.0,0.9918954862578292,0,0.0,0.9910913578176924,0,0.0,0.9918106938427068,0,0.0,0.9902721460616528,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8764462212616665,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9060855381323544,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.906205735822458,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.988479565985016,0,0.0
15.0,-0.0004,1,0.01,0.0004,10.995960018726889,0,0.0,0.808222254495758,0,0.0,0.8498413560793857,0,0.0,0.8349426416160369,0,0.0,0.8490035329354639,1,1.0,0.0045371761935767,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9910552339345462,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8873650551883774,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.888673596564925,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7865519383272075,1,1.0
20.0,-0.0031999999999999,3,0.09,0.0036,7.116637694742496,1,2.0,0.0021707942610193,0,0.0,0.911931060185702,0,0.0,0.1161317443160654,0,0.0,0.8722065787257667,1,6.0,0.1245902053571049,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8342733462728525,0,0.0,0.3142172262624745,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8654348806027289,0,0.0,0.3602810498315077,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9358885222289488,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6012214973603904,3,9.0
25.0,-0.008,5,0.29,0.0116,7.380036713049707,1,7.0,1.528187670867105e-05,0,0.0,0.0081798458180993,1,3.0,0.0008175399347999,1,2.0,0.4956662563261508,1,11.0,0.4527679940345798,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.902800329627128,0,0.0,0.9313675063699076,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8505803440254409,0,0.0,0.8150277803339563,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9849229996507716,1,6.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8941055360036886,5,29.0
30.0,-0.0128,7,0.61,0.0243999999999999,3.847569198766793,1,12.0,0.0,1,5.0,0.0,1,8.0,0.0,1,7.0,0.4099048136476314,1,16.0,0.4434834838795888,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0081162433660423,0,0.0,0.0740382316848446,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8848422286564992,1,2.0,0.0022262447463162,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.843642954980703,1,11.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4158254715789766,7,61.0
35.0,0.0104,5,0.35,0.0139999999999999,6.457787731556168,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8943172722228423,0,0.0,0.4754404946005687,0,0.0,0.821134080740762,0,0.0,0.8599510917757286,0,0.0,0.8769451993492743,1,5.0,0.4292429241944872,1,4.0,0.4279829343454964,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2666504446388371,1,7.0,1.5672234973817613e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2318228175364823,1,16.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.2986864677125775,5,35.0
40.0,-0.0144,9,0.71,0.0283999999999999,7.567826532060303,0,0.0,0.8359005583557092,0,0.0,0.8656590927572397,0,0.0,0.7670088684181426,0,0.0,0.1010136266202594,1,3.0,0.5918027155202751,0,0.0,0.9910808507509185,0,0.0,0.9930164610463728,0,0.0,0.9910913578176924,1,10.0,0.4964716983416875,1,9.0,0.596365954426829,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,5.175820746495175e-05,1,12.0,0.3605831209797022,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,2.4456724537329385e-05,1,21.0,0.3846175200321567,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,10.0,0.2653904922161493,9,71.0
45.0,-0.0212,12,1.24,0.0496,6.684235818992725,0,0.0,0.9051197548317416,0,0.0,0.8356975108637319,0,0.0,0.9129394175487876,1,4.0,5.869588946725207e-05,1,8.0,0.6002700327130152,0,0.0,0.882213521959577,0,0.0,0.9077752334180824,0,0.0,0.8349426416160369,1,15.0,0.6361491668266775,2,16.0,0.3042436060811698,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,1,17.0,0.4220610838609542,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,1,26.0,0.416866123522511,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,22.0,0.0001690930988532,12,124.0
50.0,-0.0248,14,1.86,0.0744,5.341500448157884,0,0.0,0.3032274306144082,0,0.0,1.0,0,0.0,0.9608129061453676,1,9.0,0.4436744119273485,1,13.0,0.4619293804346399,0,0.0,0.8327795460338591,0,0.0,0.9064693581015412,0,0.0,0.903192875335839,1,20.0,0.5934282763600369,2,26.0,0.3104896893929622,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.0,2,23.0,0.000437310139106,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.0,2,32.0,0.0022472904527323,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,37.0,0.0,14,186.0
