step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,B5_stopped,B5_accumulated_waiting_time,B5_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,C5_stopped,C5_accumulated_waiting_time,C5_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,D5_stopped,D5_accumulated_waiting_time,D5_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,E5_stopped,E5_accumulated_waiting_time,E5_average_speed,F1_stopped,F1_accumulated_waiting_time,F1_average_speed,F2_stopped,F2_accumulated_waiting_time,F2_average_speed,F3_stopped,F3_accumulated_waiting_time,F3_average_speed,F4_stopped,F4_accumulated_waiting_time,F4_average_speed,F5_stopped,F5_accumulated_waiting_time,F5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,10.978715116188235,0,0.0,0.868988001506369,0,0.0,0.8705835143531461,0,0.0,0.8572077753334723,0,0.0,0.8305936186324714,0,0.0,0.8518648527670798,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8652533664077328,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8225762691753338,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8143494759294245,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8279121588032033,0,0.0
10.0,-0.0012,1,0.03,0.0012,10.564310438669304,0,0.0,0.9447828285525602,0,0.0,0.9454552838041408,1,3.0,0.0003575773128822,0,0.0,0.8891378455750468,0,0.0,0.9375659945943844,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9432088048836896,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9252218371108486,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9274707359582394,1,3.0
15.0,-0.0028,2,0.1,0.004,7.665171208695559,0,0.0,0.0570083282619642,0,0.0,0.8369720443067706,1,8.0,0.0,1,2.0,0.4687502176337865,0,0.0,0.8133918557671357,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8302575742086226,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7764965724170527,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9888982741919292,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7832182754017097,2,10.0
20.0,-0.006,4,0.25,0.01,4.877786174072456,1,4.0,2.4530799409547938e-05,1,1.0,0.0008705304574664,1,13.0,0.0,1,7.0,0.4053165122247523,0,0.0,0.5989357172312154,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4270380940529066,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5089640145763604,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9091995992466558,0,0.0,0.1199996420099604,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4991597141711775,4,25.0
25.0,-0.0111999999999999,6,0.5299999999999999,0.0212,6.182565512390069,1,9.0,0.0,1,6.0,0.0,1,18.0,0.0,1,12.0,0.4167425562029507,0,0.0,0.8806668180773654,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.4588757939922029,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.91977397873911,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8624970303121482,1,4.0,4.72894853147578e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6182677489770496,6,53.0
30.0,-0.0152,9,0.91,0.0364,3.8769990897652256,1,14.0,0.0,1,11.0,0.0,1,23.0,0.0,1,17.0,0.3062505263194316,1,3.0,0.4663762519407191,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,9.0,0.486662369736166,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.0387759297746629,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9945896454672492,1,9.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.4851896279412062,9,91.0
35.0,0.0152,7,0.53,0.0212,6.373234861882091,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.4578198094429804,0,0.0,0.7976940731147818,0,0.0,0.9682639726852896,0,0.0,0.968650465829952,0,0.0,0.8572077753334723,0,0.0,0.958963410922798,2,15.0,0.0013381283511729,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,11.0,3.796574346242874e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9789706860359144,1,14.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,9.0,0.4199319873623642,7,53.0
40.0,-0.0155999999999999,9,0.92,0.0368,6.740072075323318,0,0.0,0.7642043737107346,0,0.0,0.5889796568487822,0,0.0,0.8188987934050475,1,9.0,0.5649883735433986,1,2.0,0.4899930194056101,0,0.0,0.8847371846399156,0,0.0,0.8861408980766788,0,0.0,0.9398178575899192,0,0.0,0.8509582581679742,2,25.0,0.2439362073838027,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,21.0,0.2815036150391922,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8942159104998004,1,19.0,0.394984522714967,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,16.0,0.235690509868737,9,92.0
45.0,-0.0184,10,1.38,0.0552,6.94765905168658,0,0.0,0.9372117598688284,0,0.0,0.9740380339846104,0,0.0,0.9303566411276384,1,14.0,0.5888312423500386,1,7.0,0.4728748286075647,0,0.0,0.9138719989709112,0,0.0,0.9149208978022332,0,0.0,0.820122418253611,0,0.0,0.8886313226535046,2,35.0,0.4504074564706662,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,31.0,0.3286634194613166,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0123279272781202,2,25.0,0.0002272012333954,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,26.0,0.3294253692998412,10,138.0
50.0,-0.022,11,1.93,0.0772,6.351127876332027,0,0.0,0.8221350512185595,0,0.0,0.9521628985497792,0,0.0,1.0,1,19.0,0.5836091340405075,1,12.0,0.0069117034130535,0,0.0,0.9391468403623718,0,0.0,0.939887932774404,0,0.0,0.91226909361262,0,0.0,0.9213132103355228,2,45.0,0.4305683532762493,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,41.0,0.3242006465589579,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,0.0,2,35.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,36.0,0.325690748818601,11,193.0
