step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,B5_stopped,B5_accumulated_waiting_time,B5_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,C5_stopped,C5_accumulated_waiting_time,C5_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,D5_stopped,D5_accumulated_waiting_time,D5_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,E5_stopped,E5_accumulated_waiting_time,E5_average_speed,F1_stopped,F1_accumulated_waiting_time,F1_average_speed,F2_stopped,F2_accumulated_waiting_time,F2_average_speed,F3_stopped,F3_accumulated_waiting_time,F3_average_speed,F4_stopped,F4_accumulated_waiting_time,F4_average_speed,F5_stopped,F5_accumulated_waiting_time,F5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,10.334994202832489,0,0.0,0.8556975712481539,0,0.0,0.0153521671827599,0,0.0,0.8759379368122681,0,0.0,0.8811179812042401,0,0.0,0.8747919621698698,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8690644665425875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8755894478707295,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8670556723661424,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8789763964106316,0,0.0
10.0,-0.0028,2,0.07,0.0028,8.82909273850124,1,2.0,0.0005869908622076,1,5.0,0.0,0,0.0,0.8250611973438273,0,0.0,0.8540688001037168,0,0.0,0.8016193977879001,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8245697962127706,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8125363959085216,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8293457019731961,2,7.0
15.0,-0.0044,3,0.18,0.0072,8.238726739117505,1,7.0,0.0,1,10.0,0.0,0,0.0,0.905615705196024,0,0.0,0.9020336672155738,1,1.0,0.0061334986331221,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8690644665425875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9053505807724176,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9726122344803502,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6322307905509139,3,18.0
20.0,-0.0071999999999999,4,0.36,0.0144,5.984414310060457,1,12.0,0.0,1,15.0,0.0,1,3.0,0.0002239929649002,0,0.0,0.9008741026529268,1,6.0,0.1411190778806781,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8153689785609495,0,0.0,0.2247282988141461,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5983483997131591,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9164686431245636,0,0.0,0.5154854186619963,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3818652384602812,4,36.0
25.0,-0.0084,5,0.5700000000000001,0.0228,7.293221382498067,1,17.0,0.0,1,20.0,0.0,1,8.0,0.0,0,0.0,0.513873728204697,1,11.0,0.4808140253206424,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9003864866291992,0,0.0,0.618630009708522,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.497526326304729,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9569483365282764,0,0.0,0.946155633177495,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8224041807283938,5,57.0
30.0,-0.0136,7,0.91,0.0363999999999999,5.188449998467237,1,22.0,0.0,1,25.0,0.0,1,13.0,0.0,1,5.0,0.1497493355812739,1,16.0,0.4291561258103594,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8674703013940694,1,4.0,3.227515097986001e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0,0.4470330385203623,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8410324895337736,0,0.0,0.8274862563451532,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4485099814527205,7,91.0
35.0,0.026,4,0.26,0.0104,7.146611145072796,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.0005396994937245,0,0.0,0.050149518246663,0,0.0,0.8406791692715787,0,0.0,0.8767924856059699,0,0.0,0.8759379368122681,0,0.0,0.890053292893644,1,9.0,0.3989481989662118,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,11.0,0.4922140179476834,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9100014736946108,0,0.0,0.5165634848042303,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.0,4,26.0
40.0,-0.0124,7,0.5700000000000001,0.0228,7.022897668237274,0,0.0,0.063578127842868,0,0.0,0.962180416902456,0,0.0,0.9279750817336924,1,7.0,0.0,1,4.0,0.4557982879265804,0,0.0,0.9727839888024464,0,0.0,0.978953052930746,0,0.0,0.8250611973438273,1,2.0,0.4888211756378967,1,14.0,0.6158725953567131,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,16.0,0.2759593896890476,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0125356688280241,1,5.0,0.5423571138012103,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,9.0,0.4973135844818569,7,57.0
45.0,-0.0196,10,1.06,0.0424,6.396629997446095,1,4.0,0.0,0,0.0,0.8801768818284985,0,0.0,0.9129070329502018,1,12.0,0.0,1,9.0,0.4483535939690851,0,0.0,0.8225253497702559,0,0.0,0.8627535996216976,0,0.0,0.905615705196024,1,7.0,0.4268946999476146,1,19.0,0.7045700935695277,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,26.0,0.2233506687841283,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,0.0,1,10.0,0.1309898965700521,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,14.0,0.4476511437066331,10,106.0
50.0,-0.0232,12,1.64,0.0655999999999999,6.320480044921351,1,9.0,0.0,0,0.0,0.8235124019208638,0,0.0,0.9191105712122628,1,17.0,0.0,1,14.0,0.4115881223684659,0,0.0,0.9083678139845134,0,0.0,0.929138118186792,0,0.0,0.8744274574781654,1,12.0,0.4622548998155712,1,24.0,0.6916608934533182,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,40.0,0.2442936169215128,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,10.0,0.0,2,19.0,5.239141646611723e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,19.0,0.4822959904806958,12,164.0
55.0,-0.0204,19,2.15,0.086,3.730827104801692,0,0.0,1.0,1,1.0,0.3391778361360786,1,1.0,0.4625253873010007,1,22.0,0.0,2,19.0,0.3099425607301384,0,0.0,0.7881687654007661,0,0.0,0.0394772377446916,0,0.0,0.916014447129684,1,17.0,0.2877425081547058,3,32.0,0.3396388923283247,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,55.0,0.1702311015797209,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,15.0,0.0,3,29.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,24.0,0.3184462720700068,19,215.0
60.0,0.0544,5,0.7900000000000001,0.0316,7.991928026357243,0,0.0,1.0,1,6.0,0.439897573845225,1,8.0,0.5624082649003627,0,0.0,1.0,0,0.0,0.919692623312952,0,0.0,0.8481351251847701,1,3.0,0.0003832547626508,1,4.0,0.4682936423609081,1,5.0,0.4725958146163472,0,2.0,0.570849247200333,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.7926028746497956,0,31.0,0.5874923236247142,0,0.0,1.0,0,0.0,1.0,0,2.0,0.8764302441232227,0,2.0,0.9076108073784108,0,14.0,0.4978946430444439,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6688932637051833,5,79.0
65.0,0.0016,9,0.75,0.03,8.097270879297502,0,0.0,1.0,1,11.0,0.5973788133347416,1,13.0,0.4319573981220848,0,0.0,1.0,2,3.0,0.0036155624500554,1,4.0,5.8559131535224376e-05,1,8.0,0.0,1,9.0,0.4531249817558065,1,10.0,0.4808973449275541,1,6.0,0.4486691997939127,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9280001335336064,0,3.0,0.8460032488994975,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9943153715428198,0,2.0,0.8121559761904675,0,2.0,0.8189369665928167,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8854481985998672,9,75.0
