step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,B5_stopped,B5_accumulated_waiting_time,B5_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,C5_stopped,C5_accumulated_waiting_time,C5_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,D5_stopped,D5_accumulated_waiting_time,D5_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,E5_stopped,E5_accumulated_waiting_time,E5_average_speed,F1_stopped,F1_accumulated_waiting_time,F1_average_speed,F2_stopped,F2_accumulated_waiting_time,F2_average_speed,F3_stopped,F3_accumulated_waiting_time,F3_average_speed,F4_stopped,F4_accumulated_waiting_time,F4_average_speed,F5_stopped,F5_accumulated_waiting_time,F5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,11.678816517085972,0,0.0,0.3997695638655678,0,0.0,0.9027760977133544,0,0.0,0.8991210637928037,0,0.0,0.7863517384859005,0,0.0,0.8066998266085688,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7959565620051923,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.899366174244184,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8989176788407731,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8830167357788152,0,0.0
10.0,-0.002,2,0.05,0.002,9.905450326734844,1,4.0,6.714609160566187e-05,0,0.0,0.8796342718314273,0,0.0,0.8751092444566689,0,0.0,0.8838807195075515,1,1.0,0.0024490108268215,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8722162758543701,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8270699859736543,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8748574485785574,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8850318381170136,2,5.0
15.0,-0.0043999999999999,3,0.1599999999999999,0.0063999999999999,8.030366351325863,1,9.0,0.0,1,1.0,0.0037029380046631,0,0.0,0.8979084980610446,0,0.0,0.5897050970444222,1,6.0,1.2027229327906764e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9542660178632968,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8722061560397762,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9060196867996144,3,16.0
20.0,-0.0072,4,0.34,0.0136,5.935022929546498,1,14.0,0.0,1,6.0,0.0,0,0.0,0.7155887125024141,1,3.0,0.4207131883767612,1,11.0,0.1351859147923638,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.877296494602111,0,0.0,0.196917791866047,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.829623950503653,0,0.0,0.309660026782228,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9640456211636436,0,0.0,0.2928763419435015,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5585819741073308,4,34.0
25.0,-0.0099999999999999,6,0.59,0.0236,7.387905722572408,1,19.0,0.0,1,11.0,0.0,1,3.0,0.0003976966379833,1,8.0,0.4591043592931466,1,16.0,0.4461544876670266,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9642354775567632,0,0.0,0.9052978834750944,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9365953020994872,0,0.0,0.8560712763177328,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8262992876938257,0,0.0,0.8714183113384909,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.4167706637379344,6,59.0
30.0,-0.0131999999999999,8,0.9200000000000002,0.0368,5.635697141895784,1,24.0,0.0,1,16.0,0.0,1,8.0,0.0,1,13.0,0.4414077047889432,1,21.0,0.4257838535794873,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.0007990064373743,0,0.0,0.7754610083338853,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9045952635139975,1,2.0,0.001462151635925,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9104062608198542,0,0.0,0.9980516879001436,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,7.0,0.4690241086743263,8,92.0
35.0,0.024,6,0.3199999999999999,0.0128,5.337095883490389,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0075247372917335,1,2.0,0.0020002128466284,0,0.0,0.8574871065697359,0,0.0,0.8373566876569492,0,0.0,0.8991210637928037,1,6.0,0.4308282327312608,1,3.0,0.4766205229781157,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0344908842596366,1,7.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9604452365962652,1,2.0,0.0005566145903443,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,12.0,0.0111827466986306,6,32.0
40.0,-0.018,9,0.77,0.0308,7.44337861646163,0,0.0,0.6665825354449798,0,0.0,0.9422681822113798,0,0.0,0.874792825777887,1,5.0,0.3870368442795237,1,7.0,0.413391777042088,0,0.0,0.9309815647375628,0,0.0,0.921232481822354,0,0.0,0.8751092444566689,1,11.0,0.4665003844472361,1,8.0,0.595800062751458,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,9.99892404637656e-06,1,12.0,0.4419615639768109,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4949664153639538,1,7.0,0.4449379155772389,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,22.0,0.2182946163896818,9,77.0
45.0,-0.0192,10,1.25,0.05,7.1098201790584,0,0.0,0.983280770231406,0,0.0,0.9397944758424864,0,0.0,1.0,1,10.0,0.4471949014857878,1,12.0,0.6304173244736221,0,0.0,0.9126844856081348,0,0.0,0.9003508795744195,0,0.0,0.8919471483052654,1,16.0,0.4576194946640404,1,13.0,0.6031151294522185,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,10.0,0.0,1,17.0,0.4446026488332919,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,9.230973478484606e-05,1,12.0,0.0158807304175402,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,32.0,0.0778767839182642,10,125.0
50.0,-0.0236,14,1.84,0.0736,5.604437118006055,0,0.0,0.9674221068499052,1,1.0,0.0045364439684908,0,0.0,1.0,1,15.0,0.4982134433921454,2,18.0,0.3233608073577004,0,0.0,0.9253547880552988,0,0.0,0.9148109042696828,0,0.0,0.9325890779525884,1,21.0,0.4637693046286289,1,18.0,0.4100877543247421,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,15.0,0.0,1,22.0,0.4359775012926677,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,2,21.0,2.699760572913818e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,45.0,0.0,14,184.0
