step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,B4_stopped,B4_accumulated_waiting_time,B4_average_speed,B5_stopped,B5_accumulated_waiting_time,B5_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,C4_stopped,C4_accumulated_waiting_time,C4_average_speed,C5_stopped,C5_accumulated_waiting_time,C5_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,D4_stopped,D4_accumulated_waiting_time,D4_average_speed,D5_stopped,D5_accumulated_waiting_time,D5_average_speed,E1_stopped,E1_accumulated_waiting_time,E1_average_speed,E2_stopped,E2_accumulated_waiting_time,E2_average_speed,E3_stopped,E3_accumulated_waiting_time,E3_average_speed,E4_stopped,E4_accumulated_waiting_time,E4_average_speed,E5_stopped,E5_accumulated_waiting_time,E5_average_speed,F1_stopped,F1_accumulated_waiting_time,F1_average_speed,F2_stopped,F2_accumulated_waiting_time,F2_average_speed,F3_stopped,F3_accumulated_waiting_time,F3_average_speed,F4_stopped,F4_accumulated_waiting_time,F4_average_speed,F5_stopped,F5_accumulated_waiting_time,F5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,10.544791811054548,0,0.0,0.797727764219917,0,0.0,0.33995591033843,0,0.0,0.8170820836394295,0,0.0,0.8263827564139601,0,0.0,0.7738237924738673,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8315044230580378,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7841063762210914,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.803757786036476,0,0.0
10.0,-0.0012,1,0.03,0.0012,10.849068881691952,0,0.0,0.8490762930644148,1,3.0,4.983363254150033e-05,0,0.0,0.8230616628975709,0,0.0,0.8714002308237379,0,0.0,0.8633648540705752,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8429526313976151,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.791163930015705,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.911488474505539,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8479354612088914,1,3.0
15.0,-0.002,1,0.08,0.0032,8.738315242934755,0,0.0,0.0246436300967404,1,8.0,0.0,0,0.0,0.8848591283863407,0,0.0,0.9084875085440636,0,0.0,0.0937787891613881,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9348846661560378,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8748930397970068,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9010455064478112,1,8.0
20.0,-0.0056,4,0.22,0.0088,5.656805317134062,1,4.0,1.1721467566511332e-05,1,13.0,0.0,1,2.0,0.0004321963997764,0,0.0,0.892746602582241,1,3.0,0.1456499487073488,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9062021521337984,0,0.0,0.2055349816855196,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8040680457739672,0,0.0,0.2825253450428094,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9428054237876096,0,0.0,0.3520033111970811,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2390411873319532,4,22.0
25.0,-0.0087999999999999,5,0.44,0.0176,7.537479587296447,1,9.0,0.0,1,18.0,9.89017132061542e-06,1,7.0,0.0,0,0.0,0.4686300536915934,1,8.0,0.440144649118547,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9263273404391172,0,0.0,0.8868614728020504,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8885739769097027,1,2.0,0.0012227706439844,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.939705055523212,0,0.0,0.88788543586599,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8684292691973617,5,44.0
30.0,-0.0116,6,0.73,0.0292,5.246059494349316,1,14.0,0.0,1,23.0,0.0,1,12.0,0.0,1,4.0,0.0171352137706729,1,13.0,0.0505217627246618,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9519205579763416,0,0.0,0.8645907949155704,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.955089931967267,1,7.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8288810923872458,0,0.0,0.5356992160523272,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9089103929031038,6,73.0
35.0,0.0184,6,0.27,0.0108,5.773539861686296,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.0,1,4.0,4.058657616152067e-05,0,0.0,0.8792738325171424,0,0.0,0.8220689036424442,0,0.0,0.8170820836394295,1,1.0,0.4403095310170525,0,0.0,0.5445280660498955,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8142883335297201,1,12.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0003429280593228,1,3.0,0.4758894211316221,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.006147911243953,6,27.0
40.0,-0.016,8,0.6699999999999999,0.0268,8.199461895320198,0,0.0,0.8777259550759297,0,0.0,0.8641339879954165,0,0.0,0.8708707294187907,1,9.0,0.3788690682918995,1,9.0,0.4838497359489502,0,0.0,0.9866080464150536,0,0.0,0.980262398505466,0,0.0,0.8230616628975709,1,6.0,0.4930634985933341,1,5.0,0.5878611987071318,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9151279945740745,1,17.0,0.4079879592759715,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,1,8.0,0.5755130751041796,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,0.4299862845882423,8,67.0
45.0,-0.016,8,1.07,0.0428,8.288203307539103,0,0.0,0.9919522758974052,0,0.0,0.8745986921108161,0,0.0,0.9920151303275728,1,14.0,0.0,1,14.0,0.6396223792529462,0,0.0,0.9261993029180804,0,0.0,0.8912295551368146,0,0.0,0.8848591283863407,1,11.0,0.5766441500566334,1,10.0,0.6009829942272691,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7949837300710926,1,22.0,0.5878885056780451,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.0,1,13.0,0.091576685041361,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,10.0,0.4780512798807128,8,107.0
50.0,-0.0184,10,1.53,0.0612,6.807077960432355,0,0.0,0.0220915964042514,0,0.0,0.906908625133544,0,0.0,0.8709885548866068,1,19.0,0.0,1,19.0,0.614345658352715,0,0.0,0.9279166938286924,0,0.0,0.893760715149354,0,0.0,0.8621943003495584,1,16.0,0.6310196802326148,1,15.0,0.6114646159078877,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.0,1,27.0,0.3220926076726698,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,18.0,0.0,2,22.0,2.604741092550008e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,15.0,0.4710098914821264,10,153.0
